TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         2155  1.67347E+00  1.56969E+00  8.09255E-01  2.36693E+00  7.02234E-02  1.41598E-01 -1.90797E-03  1.08464E-01 -4.98200E-03 -4.81803E-03  1.29728E-01 -2.63334E-02  1.04191E-02  5.01665E-03  1.20767E-01   -2293.70137967729
         2156  1.66142E+00  1.57773E+00  7.77739E-01  2.38337E+00  7.46911E-02  1.78872E-01 -4.70641E-03  1.04374E-01  6.61821E-03  2.31275E-02  1.72379E-01 -5.20254E-03  4.45933E-02  2.56055E-02  1.65323E-01   -2286.55989238045
         2157  1.54609E+00  1.65376E+00  7.92144E-01  2.31832E+00  6.86390E-02  1.45945E-01 -1.37243E-02  1.11466E-01 -2.10945E-03  2.40801E-02  1.26166E-01 -4.89914E-03  9.11767E-03  2.52477E-02  1.43714E-01   -2286.71237172879
         2158  1.71034E+00  1.61266E+00  7.28237E-01  2.28790E+00  7.11041E-02  1.80463E-01 -1.42745E-02  9.43430E-02  1.28484E-02 -2.63170E-03  1.17717E-01 -4.91773E-03  9.57886E-03  1.88315E-03  1.28531E-01   -2322.64375081662
         2159  1.69845E+00  1.60008E+00  6.91804E-01  2.29881E+00  6.67553E-02  1.58490E-01 -2.56212E-02  8.82480E-02  2.35042E-02 -1.84298E-02  1.03181E-01 -2.41081E-02  8.79125E-03 -8.36350E-03  1.83552E-01   -2357.61197236935
         2160  1.70421E+00  1.59274E+00  6.89154E-01  2.29557E+00  6.16726E-02  1.68959E-01 -1.99728E-02  1.11850E-01  1.64986E-02 -1.78419E-02  1.01021E-01 -2.74995E-02  3.65919E-03  1.84805E-02  1.41551E-01   -2319.13729397988
         2161  1.68787E+00  1.57586E+00  6.56489E-01  2.33534E+00  6.61121E-02  2.06397E-01 -1.24102E-02  1.19583E-01 -6.40174E-03 -2.70128E-02  9.20700E-02 -3.62820E-02 -4.27491E-03  2.09648E-02  1.81036E-01   -2305.57130698256
         2162  1.61373E+00  1.53626E+00  7.34381E-01  2.36826E+00  5.83029E-02  1.44300E-01 -1.44494E-03  1.35276E-01  1.46483E-02 -2.22682E-02  1.09464E-01 -7.09883E-03 -3.03206E-02 -1.71122E-02  1.20050E-01   -2313.57103481682
         2163  1.71678E+00  1.52835E+00  7.41281E-01  2.34911E+00  6.40721E-02  1.70637E-01 -2.74071E-02  1.78261E-01  3.77695E-02 -5.23354E-02  1.52435E-01 -2.56184E-03 -2.99651E-02  1.06396E-02  1.31150E-01   -2271.63652801426
         2164  1.68885E+00  1.58953E+00  7.13070E-01  2.31487E+00  6.95519E-02  2.02219E-01 -2.22813E-02  1.50172E-01  7.89284E-02 -1.89753E-02  1.92708E-01 -3.67635E-02 -3.39167E-02 -2.68534E-02  1.42456E-01   -2210.09458582146
         2165  1.57121E+00  1.58772E+00  7.06317E-01  2.44012E+00  6.27648E-02  1.80127E-01 -1.66423E-02  1.47313E-01  7.63676E-02 -6.42133E-02  1.93968E-01 -4.69504E-03 -4.59253E-04 -7.41386E-03  1.22199E-01   -2319.26442018584
         2166  1.64169E+00  1.69093E+00  6.59142E-01  2.38589E+00  6.22712E-02  2.04962E-01 -1.89305E-02  1.41003E-01  6.22335E-02 -4.71877E-02  2.08867E-01  3.92524E-03 -2.48383E-02  1.41197E-02  1.14926E-01   -2321.18426019361
         2167  1.58774E+00  1.60763E+00  6.89534E-01  2.41931E+00  5.99689E-02  1.66013E-01 -3.06819E-02  1.24535E-01  3.10211E-02 -2.66878E-02  2.33368E-01 -2.73856E-02 -1.81993E-02  2.11855E-02  1.49725E-01   -2263.94929139757
         2168  1.67660E+00  1.54526E+00  7.41489E-01  2.37433E+00  6.66398E-02  1.44198E-01 -5.14623E-03  1.62737E-01  2.02482E-02 -2.79824E-02  1.78641E-01 -4.46050E-02 -1.09626E-02 -4.99119E-04  1.28347E-01   -2294.90484470587
         2169  1.71718E+00  1.48468E+00  6.94226E-01  2.36661E+00  6.38852E-02  1.56792E-01 -1.73633E-02  1.22194E-01  4.50357E-02 -4.96077E-02  1.97901E-01 -5.15009E-02  3.71749E-02  1.35871E-02  2.15390E-01   -2318.85318792954
         2170  1.69268E+00  1.54385E+00  6.63271E-01  2.33406E+00  5.65522E-02  1.77302E-01 -5.26995E-03  1.16065E-01  3.62196E-02 -6.38936E-02  2.21727E-01 -2.62355E-02  1.68729E-02  4.14123E-02  2.13862E-01   -2336.23854407431
         2171  1.57287E+00  1.52911E+00  6.81099E-01  2.32500E+00  5.77905E-02  1.76482E-01 -1.61188E-03  1.10460E-01  1.46841E-02 -2.21488E-02  1.75926E-01 -3.68751E-02  2.63597E-02  2.90504E-02  1.40330E-01   -2368.39191080920
         2172  1.59302E+00  1.55560E+00  7.32931E-01  2.35755E+00  5.63696E-02  1.57363E-01 -1.43250E-02  1.12712E-01  5.35782E-03 -5.16238E-02  2.14275E-01 -3.77531E-02  9.71388E-03  5.25140E-02  1.69811E-01   -2371.43552181457
         2173  1.59967E+00  1.53600E+00  6.93036E-01  2.36351E+00  5.08980E-02  1.70283E-01  2.34695E-04  1.18401E-01 -3.25931E-02 -6.81754E-02  2.74994E-01 -3.51332E-02 -6.16771E-03  5.17521E-02  1.34209E-01   -2374.19285378095
         2174  1.69405E+00  1.50243E+00  7.22300E-01  2.36512E+00  4.63518E-02  1.39627E-01  1.54173E-02  1.33282E-01 -1.67944E-02 -3.61299E-02  1.80962E-01  1.87468E-03  8.89175E-03  2.46573E-02  1.54877E-01   -2359.53332729139
         2175  1.62266E+00  1.54416E+00  6.61709E-01  2.39661E+00  5.06791E-02  1.63476E-01  4.69473E-03  1.44066E-01 -7.88732E-03 -5.41984E-02  1.79607E-01  5.13031E-03  6.26081E-02  4.55688E-03  2.25016E-01   -2315.21531249388
         2176  1.64381E+00  1.62715E+00  6.69609E-01  2.43805E+00  5.41601E-02  1.71365E-01 -2.12492E-02  1.48124E-01  2.28289E-02 -4.85505E-02  1.45968E-01  9.93836E-03  6.06193E-02  2.48969E-02  2.32055E-01   -2331.71774682593
         2177  1.68771E+00  1.59066E+00  6.77236E-01  2.41615E+00  5.57692E-02  1.83282E-01 -2.14965E-02  2.04164E-01  2.13812E-02 -3.23531E-02  1.63013E-01 -3.92609E-02  1.87835E-02  3.62167E-02  1.89134E-01   -2293.22444537670
         2178  1.60457E+00  1.47545E+00  7.23178E-01  2.44286E+00  5.06716E-02  1.79289E-01 -2.28272E-02  2.04394E-01  2.44597E-02 -6.64560E-02  1.80437E-01 -2.16979E-02  4.55419E-02  1.52820E-02  1.80930E-01   -2330.20495432111
         2179  1.55448E+00  1.51349E+00  7.11827E-01  2.34246E+00  5.28628E-02  1.70820E-01 -3.98717E-03  1.97206E-01  1.93265E-02 -6.11676E-02  1.71822E-01 -2.66014E-02  3.67167E-02  2.06281E-02  2.13959E-01   -2292.24064836817
         2180  1.63678E+00  1.53362E+00  6.30935E-01  2.32925E+00  5.62095E-02  1.87334E-01  6.49621E-02  2.32404E-01 -4.51596E-03 -8.66517E-02  1.70981E-01 -6.46734E-03  1.21425E-02  1.65722E-02  1.86785E-01   -2270.88444091697
         2181  1.54982E+00  1.45194E+00  7.33054E-01  2.34700E+00  5.92469E-02  1.66451E-01 -1.21490E-02  2.50455E-01 -7.16842E-03 -1.42534E-02  1.52970E-01 -2.17415E-02  3.61610E-02  2.24910E-02  1.93961E-01   -2255.80571766692
         2182  1.64866E+00  1.57364E+00  8.24663E-01  2.39947E+00  5.79384E-02  1.65273E-01  2.02720E-02  1.73586E-01  4.79974E-02  1.16960E-03  2.36111E-01  2.49932E-02  3.64946E-02  3.40416E-02  1.79695E-01   -2284.45324562435
         2183  1.64025E+00  1.57422E+00  6.97582E-01  2.29858E+00  6.05074E-02  1.73143E-01 -1.45710E-02  2.63241E-01  4.14898E-02 -1.39379E-02  1.75031E-01 -2.47708E-02  7.66930E-02  6.41406E-03  1.50028E-01   -2234.71974529361
         2184  1.57097E+00  1.63615E+00  6.42310E-01  2.37966E+00  5.81837E-02  1.77755E-01  3.56787E-02  1.89416E-01  5.95540E-04 -2.50472E-02  2.12961E-01 -1.18841E-02  5.94116E-02 -1.32056E-02  1.57668E-01   -2268.68417291562
         2185  1.60236E+00  1.53732E+00  7.83677E-01  2.39236E+00  5.08134E-02  1.72751E-01  6.00529E-02  2.35791E-01  2.53127E-02 -6.80907E-03  2.30269E-01 -8.25584E-03  3.49909E-02 -1.81217E-02  1.13044E-01   -2312.99580033521
         2186  1.61119E+00  1.56921E+00  6.85702E-01  2.34549E+00  5.86450E-02  1.74043E-01 -5.80976E-03  1.83513E-01  8.27507E-04  1.27534E-02  1.56153E-01 -4.96225E-02  1.02189E-01  4.09884E-03  2.31282E-01   -2359.68189320854
         2187  1.64077E+00  1.56379E+00  7.08963E-01  2.33050E+00  4.80632E-02  2.11814E-01  8.90494E-03  2.46667E-01 -3.33700E-02 -8.94759E-04  1.63508E-01 -2.81156E-02  6.17756E-02 -1.19465E-02  1.76984E-01   -2304.34207702535
         2188  1.52190E+00  1.50665E+00  6.89495E-01  2.28777E+00  5.60650E-02  2.43980E-01  4.51964E-02  2.17923E-01  4.91946E-02 -5.33903E-03  1.82553E-01 -3.43276E-02 -9.16092E-04 -4.10545E-02  1.00257E-01   -2329.77249816372
         2189  1.50778E+00  1.56942E+00  5.73342E-01  2.33463E+00  5.91504E-02  1.66512E-01 -2.38615E-03  1.76252E-01  4.77986E-02 -1.82536E-02  1.85185E-01 -9.25578E-03  2.78363E-02 -3.90144E-02  1.10255E-01   -2323.31315090538
         2190  1.57520E+00  1.54364E+00  5.91736E-01  2.32251E+00  5.99058E-02  1.28650E-01 -2.21115E-03  2.23095E-01  3.18832E-02  3.36455E-02  1.73680E-01 -2.03289E-02  3.35968E-02 -2.34435E-02  1.05599E-01   -2352.57334370080
         2191  1.63303E+00  1.52875E+00  5.95848E-01  2.28243E+00  5.64448E-02  1.79772E-01  4.53347E-04  2.07013E-01  6.08436E-02  4.46507E-02  1.67888E-01 -3.22500E-02  3.63018E-02 -4.78795E-03  1.04902E-01   -2337.55168928110
         2192  1.63590E+00  1.59404E+00  6.23075E-01  2.29287E+00  5.43333E-02  1.87024E-01 -1.54918E-02  1.56575E-01  2.29882E-02  1.87756E-02  1.40518E-01  1.53247E-02  2.34589E-02  2.91042E-02  1.43617E-01   -2297.72829210826
         2193  1.66362E+00  1.56907E+00  6.45238E-01  2.26089E+00  5.54758E-02  1.81748E-01 -5.60470E-03  1.31454E-01  6.55689E-02  2.41092E-02  1.75930E-01  9.12928E-03 -3.25291E-03  4.14010E-02  1.27575E-01   -2299.75800653693
         2194  1.59833E+00  1.57964E+00  7.08318E-01  2.37472E+00  5.61283E-02  1.93541E-01 -8.28435E-03  1.17202E-01  4.45087E-02  9.30036E-03  1.83846E-01  1.60065E-02  2.22793E-02  2.06970E-02  1.32641E-01   -2320.68822779481
         2195  1.64950E+00  1.65450E+00  7.29478E-01  2.29449E+00  5.30544E-02  2.22897E-01 -1.16173E-02  1.38807E-01  3.14703E-02  4.79148E-03  1.28707E-01  2.19700E-02  3.42400E-02  1.21517E-02  1.66574E-01   -2283.07523662553
         2196  1.46313E+00  1.56459E+00  5.81817E-01  2.23781E+00  6.24262E-02  1.87439E-01 -6.35303E-03  1.54699E-01  2.34852E-02  2.69678E-02  1.54970E-01  8.43473E-03  1.87775E-02  3.70329E-02  1.75665E-01   -2311.97679142324
         2197  1.62989E+00  1.65453E+00  7.15051E-01  2.21660E+00  6.20210E-02  1.80361E-01 -6.07960E-03  1.07423E-01  5.47531E-02 -1.88346E-02  1.56397E-01 -5.32551E-03  2.29069E-02  2.06756E-02  1.49298E-01   -2243.99840763667
         2198  1.63822E+00  1.53007E+00  7.35918E-01  2.26114E+00  6.43528E-02  1.83974E-01  1.07394E-03  1.42470E-01  2.08362E-02 -5.16719E-02  1.24415E-01 -2.71817E-02  9.70308E-03 -1.12038E-03  1.61958E-01   -2309.60320769984
         2199  1.59832E+00  1.49205E+00  7.91577E-01  2.32504E+00  6.02019E-02  1.48171E-01 -9.89409E-03  1.44302E-01  1.82604E-02 -5.87680E-02  1.50614E-01  1.89438E-02 -1.93209E-02  4.70194E-02  1.86189E-01   -2292.70019572427
         2200  1.65224E+00  1.56265E+00  8.13232E-01  2.38970E+00  6.13223E-02  1.71933E-01  5.73962E-03  1.32058E-01  5.23160E-03 -3.66725E-02  1.45327E-01  2.30967E-02 -1.30801E-02  3.75349E-02  1.69257E-01   -2278.97082841418
         2201  1.55634E+00  1.54515E+00  8.03183E-01  2.34585E+00  6.73917E-02  2.08306E-01  2.53050E-02  1.55409E-01  2.52147E-02 -2.96496E-02  1.47291E-01 -1.93722E-02 -1.75810E-02  2.80127E-02  2.56085E-01   -2277.03316038324
         2202  1.59608E+00  1.60842E+00  7.49479E-01  2.34122E+00  5.79919E-02  1.92338E-01 -3.00838E-03  1.70323E-01  4.56360E-02 -5.45013E-02  1.53370E-01  1.67627E-02  6.40016E-03  1.43081E-02  1.76203E-01   -2315.93944067955
         2203  1.69226E+00  1.56768E+00  7.60037E-01  2.35796E+00  5.58469E-02  1.86596E-01  1.23339E-02  1.71124E-01  9.33781E-03 -8.59273E-05  1.65468E-01  1.39523E-02 -1.07285E-03  1.24466E-02  1.76208E-01   -2341.82801238263
         2204  1.63742E+00  1.59863E+00  7.59904E-01  2.33347E+00  5.36450E-02  1.86084E-01  1.56144E-03  1.80601E-01  3.46357E-02  2.72548E-02  1.36868E-01 -3.85569E-02  5.67306E-03  1.33573E-02  2.31920E-01   -2365.80934971250
         2205  1.63989E+00  1.59832E+00  7.55406E-01  2.37366E+00  5.27595E-02  2.25883E-01  2.29467E-02  1.68913E-01  2.59412E-03  7.49244E-03  1.31177E-01 -2.55017E-02 -2.21203E-03  4.26082E-03  1.56804E-01   -2346.23473687151
         2206  1.60685E+00  1.61664E+00  7.73544E-01  2.34344E+00  5.59423E-02  1.68936E-01  4.29862E-03  1.45704E-01 -6.69916E-04  2.27141E-02  1.43696E-01 -1.83372E-02  1.15177E-02  2.70407E-03  1.40770E-01   -2379.43710046680
         2207  1.60283E+00  1.59882E+00  7.18193E-01  2.34144E+00  5.47079E-02  1.64166E-01  7.14059E-03  1.14423E-01  1.73082E-02  1.01765E-02  1.47893E-01 -2.53401E-02 -7.26329E-03  2.51019E-02  1.60203E-01   -2340.85694525893
         2208  1.61943E+00  1.59035E+00  7.53753E-01  2.34410E+00  4.91655E-02  1.73348E-01  7.75077E-03  8.84276E-02  3.56821E-02 -1.51965E-02  1.57487E-01 -3.83992E-02  5.00585E-03  2.20971E-02  1.78857E-01   -2324.85375750851
         2209  1.60531E+00  1.57192E+00  7.23470E-01  2.37912E+00  5.87447E-02  1.34104E-01  1.00560E-02  1.49977E-01  3.34386E-02  1.06688E-03  1.90565E-01  4.49579E-03  1.04933E-02  1.38693E-02  1.61873E-01   -2341.55932585984
         2210  1.65350E+00  1.56080E+00  8.28628E-01  2.39437E+00  5.40259E-02  1.81283E-01 -4.07879E-02  1.59022E-01  3.70848E-02 -3.16435E-02  1.65583E-01 -6.60170E-03  6.16147E-03  5.87207E-03  1.27384E-01   -2369.42540686339
         2211  1.60165E+00  1.55509E+00  8.09812E-01  2.38768E+00  5.67514E-02  1.99734E-01 -9.16953E-03  1.50093E-01  9.03015E-03 -1.12192E-02  1.80646E-01  9.07642E-03  3.24205E-02  1.04978E-02  1.68069E-01   -2330.24417114954
         2212  1.60290E+00  1.60782E+00  7.99407E-01  2.42567E+00  6.49171E-02  1.64509E-01  1.30676E-02  1.71234E-01 -4.67324E-03 -2.05666E-04  2.01686E-01  2.31963E-03  2.89508E-02  2.91512E-02  1.40234E-01   -2231.84770869670
         2213  1.64810E+00  1.56442E+00  7.42406E-01  2.34067E+00  6.20014E-02  1.34257E-01  1.61301E-02  1.83705E-01  1.09502E-02 -4.47272E-03  1.56792E-01  2.47360E-02  6.29216E-02  1.39968E-02  1.76272E-01   -2238.76495072099
         2214  1.65264E+00  1.51709E+00  7.64363E-01  2.37651E+00  6.02003E-02  1.77226E-01 -1.12722E-02  1.36472E-01 -5.17210E-03  6.13101E-04  1.95840E-01 -8.51061E-03  2.22218E-02  3.41514E-02  1.66944E-01   -2261.98776940165
         2215  1.62584E+00  1.58980E+00  7.85420E-01  2.38337E+00  6.26363E-02  2.23277E-01  5.34317E-03  1.45218E-01  5.02967E-02  2.88034E-02  2.26025E-01  8.19818E-03  2.54118E-02  3.23740E-02  1.39234E-01   -2287.44823754528
         2216  1.61878E+00  1.61172E+00  6.87966E-01  2.31063E+00  6.42461E-02  2.35718E-01  2.48804E-02  1.75515E-01  4.95477E-02  1.39004E-02  1.45255E-01 -5.29116E-03  3.43981E-02  2.49985E-02  1.44997E-01   -2270.11240964150
         2217  1.50354E+00  1.56165E+00  6.88359E-01  2.34935E+00  6.29067E-02  2.17717E-01  9.91325E-03  1.71886E-01  9.21501E-02  3.00271E-02  2.44908E-01 -1.64971E-02  3.68424E-02  4.85138E-02  1.51115E-01   -2243.97979929712
         2218  1.50951E+00  1.50197E+00  7.24994E-01  2.39584E+00  5.29246E-02  1.81145E-01  3.21863E-02  2.06608E-01  4.20285E-02 -4.58320E-02  2.31981E-01  1.26691E-02  4.04468E-02  2.05185E-02  1.42092E-01   -2285.94765093448
         2219  1.61923E+00  1.52352E+00  6.77026E-01  2.38471E+00  5.64527E-02  1.79505E-01  1.61298E-02  2.09065E-01  3.88925E-02 -3.64602E-02  2.25098E-01 -1.45005E-02  1.75132E-02  6.21839E-02  1.80428E-01   -2275.83358257227
         2220  1.62904E+00  1.51074E+00  6.53001E-01  2.22880E+00  5.22478E-02  1.44941E-01  5.58862E-03  1.76371E-01  1.14967E-02 -2.55248E-02  2.21106E-01 -1.88111E-02  2.62603E-02  6.52733E-02  2.07781E-01   -2277.32839331156
         2221  1.62431E+00  1.47745E+00  7.19818E-01  2.28149E+00  6.90295E-02  1.73437E-01  1.18655E-02  2.37184E-01 -1.40758E-03 -1.00819E-02  2.14044E-01 -2.24934E-02  5.17808E-02  3.82972E-02  1.46182E-01   -2252.09291490506
         2222  1.64669E+00  1.56756E+00  6.99384E-01  2.31545E+00  5.43716E-02  1.50619E-01 -2.67593E-02  1.70296E-01  5.63307E-03 -2.69007E-02  2.01638E-01 -1.21959E-02  4.47929E-02  5.00070E-02  1.80736E-01   -2313.07882653635
         2223  1.61956E+00  1.63221E+00  7.06559E-01  2.38007E+00  5.61052E-02  1.48890E-01  1.09749E-02  2.01403E-01  3.35364E-02  4.32691E-02  2.39598E-01  8.80493E-03  2.69568E-02  5.69356E-02  2.08621E-01   -2291.27421658756
         2224  1.67044E+00  1.59651E+00  8.51611E-01  2.33685E+00  5.20873E-02  1.47978E-01 -2.61461E-02  1.40264E-01  7.02106E-03  1.22786E-02  2.09346E-01 -1.29681E-02  1.94903E-02  4.11008E-02  1.92401E-01   -2331.84566596621
         2225  1.65407E+00  1.56131E+00  7.64140E-01  2.39644E+00  5.43093E-02  1.89259E-01 -3.65811E-02  1.69672E-01  5.84877E-02  1.27044E-02  1.75570E-01  1.39220E-02  7.25434E-03  4.70696E-02  1.42874E-01   -2378.15972634967
         2226  1.66081E+00  1.62361E+00  8.70991E-01  2.39545E+00  5.20618E-02  1.81042E-01 -2.82813E-02  1.31259E-01  4.27516E-02 -9.51504E-03  1.76515E-01 -2.17278E-02  1.95493E-02  2.42564E-02  1.22338E-01   -2342.33884795203
         2227  1.61265E+00  1.55027E+00  8.99846E-01  2.42070E+00  5.55006E-02  1.64642E-01 -3.18151E-02  1.41613E-01  6.30468E-03  1.29908E-02  1.41744E-01 -2.88171E-02  2.54920E-02  3.63796E-02  1.77658E-01   -2343.76717257590
         2228  1.66018E+00  1.60621E+00  8.46791E-01  2.39508E+00  6.11970E-02  1.87306E-01  1.95868E-03  1.37894E-01 -2.48688E-02  1.28280E-02  1.38454E-01 -8.95297E-04  2.28308E-02  1.27974E-02  1.22199E-01   -2323.66506414433
         2229  1.68179E+00  1.67704E+00  8.74666E-01  2.47385E+00  6.79986E-02  1.57211E-01  1.38800E-03  1.28335E-01 -1.17946E-02  1.45810E-02  1.31159E-01 -2.85016E-02  2.99911E-02 -3.80542E-03  1.43974E-01   -2306.19336541423
         2230  1.70335E+00  1.60396E+00  8.60805E-01  2.36232E+00  7.32920E-02  1.67722E-01  1.26550E-04  1.34331E-01 -1.91058E-03 -1.88196E-02  1.84501E-01 -1.55652E-02  1.11800E-02 -2.77736E-02  1.60192E-01   -2297.63612054159
         2231  1.62295E+00  1.62291E+00  8.58308E-01  2.47305E+00  6.33107E-02  1.66392E-01  1.95108E-02  1.53127E-01  1.76090E-02  2.16683E-02  1.63836E-01 -2.74444E-02  8.95950E-03 -9.30360E-03  1.49920E-01   -2299.38511706544
         2232  1.64622E+00  1.58353E+00  8.64979E-01  2.47305E+00  6.80929E-02  1.57300E-01  1.16189E-02  1.54812E-01  5.80722E-02  8.07768E-03  2.69943E-01 -1.56891E-02 -2.78030E-02 -2.43181E-02  1.33433E-01   -2270.72691832497
         2233  1.58777E+00  1.57591E+00  8.43218E-01  2.44985E+00  6.98401E-02  2.29462E-01  5.03273E-04  1.58223E-01  3.56795E-02  3.02869E-02  2.08123E-01 -9.61523E-04 -5.22260E-03  1.95221E-02  1.43704E-01   -2231.47794299255
         2234  1.64202E+00  1.64209E+00  9.40724E-01  2.43211E+00  6.66462E-02  1.92891E-01 -5.65696E-03  1.71122E-01  3.74759E-02  2.38062E-02  1.94404E-01 -2.63023E-02  1.75852E-02  2.38237E-02  1.37118E-01   -2278.72602071183
         2235  1.62505E+00  1.64936E+00  8.80428E-01  2.49586E+00  6.15889E-02  1.84433E-01  1.33055E-02  1.56446E-01  9.49623E-03 -1.86365E-03  2.07336E-01 -1.93518E-02  1.81787E-02  4.53118E-02  2.11229E-01   -2254.28799519812
         2236  1.66266E+00  1.63771E+00  8.09859E-01  2.52460E+00  5.68622E-02  1.74100E-01  2.48358E-02  1.39962E-01  2.70579E-02  1.94184E-02  1.85169E-01  6.29696E-03  3.16649E-02  4.50462E-02  2.25817E-01   -2234.12624405366
         2237  1.66976E+00  1.51356E+00  8.69971E-01  2.34635E+00  5.70837E-02  1.81425E-01  3.06988E-02  1.41128E-01  2.21443E-02  3.10988E-02  2.46933E-01  5.64040E-04  7.62833E-02  1.23604E-01  2.72075E-01   -2256.08508236087
         2238  1.65991E+00  1.56671E+00  7.74569E-01  2.34608E+00  5.19936E-02  1.76836E-01  2.62524E-02  1.37564E-01  1.14430E-02  5.21489E-02  2.43785E-01 -2.32861E-02  5.17473E-02  1.10139E-01  2.33729E-01   -2299.27383416547
         2239  1.67261E+00  1.58230E+00  7.84711E-01  2.30225E+00  5.70643E-02  1.85172E-01 -2.38587E-03  1.36891E-01 -4.52161E-03  7.84311E-02  3.08443E-01 -2.94260E-03  4.01215E-02  5.64389E-02  1.87999E-01   -2272.07494436085
         2240  1.64911E+00  1.64300E+00  8.35456E-01  2.37811E+00  5.55629E-02  1.64881E-01  8.46692E-03  1.36530E-01 -9.14996E-04  4.64689E-02  2.31241E-01 -2.49404E-02  4.38591E-02  5.86162E-02  1.83727E-01   -2323.94067428020
         2241  1.60933E+00  1.65753E+00  8.66034E-01  2.37621E+00  5.85661E-02  1.86771E-01 -7.10786E-03  1.18677E-01 -8.21220E-03  5.14410E-02  1.86404E-01 -2.51584E-02  6.62603E-02  3.34818E-02  2.18614E-01   -2249.02411888467
         2242  1.61557E+00  1.58271E+00  8.36936E-01  2.41163E+00  7.53700E-02  1.72631E-01 -1.18539E-03  1.20247E-01  2.31361E-02  4.41213E-02  1.88241E-01 -1.07297E-02  3.66982E-02  2.91130E-02  1.68782E-01   -2246.30421020854
         2243  1.58617E+00  1.54046E+00  6.98824E-01  2.36358E+00  7.21053E-02  1.41776E-01  2.03452E-02  1.23057E-01  1.77033E-02  4.58685E-02  1.64188E-01 -9.36277E-03  1.29872E-02  3.58885E-02  1.24312E-01   -2247.99708187315
         2244  1.61576E+00  1.60771E+00  7.93308E-01  2.34580E+00  6.78303E-02  1.66241E-01  9.58477E-03  1.20892E-01  2.34217E-02  3.75776E-02  2.05463E-01 -1.91294E-02 -1.09846E-02  3.08472E-02  1.21420E-01   -2259.31135729402
         2245  1.53369E+00  1.62572E+00  7.52303E-01  2.37194E+00  6.97630E-02  1.96798E-01  2.10205E-02  1.01833E-01  4.97512E-02  3.81838E-02  1.97024E-01 -1.45841E-02 -1.92684E-02 -5.19767E-03  1.32337E-01   -2248.55924415368
         2246  1.65815E+00  1.58735E+00  8.49101E-01  2.42595E+00  7.05246E-02  2.06231E-01  7.74054E-03  1.21950E-01  4.59137E-02  2.21300E-02  2.21946E-01 -9.10582E-03  2.46316E-02  2.87487E-04  1.16210E-01   -2271.56033709256
         2247  1.65864E+00  1.60800E+00  8.42855E-01  2.44553E+00  6.50126E-02  1.86116E-01  1.82743E-02  1.08069E-01  7.23565E-02  3.06023E-02  1.95415E-01 -1.11083E-02  2.54365E-02  7.18139E-03  1.37693E-01   -2292.42415662446
         2248  1.71472E+00  1.62113E+00  8.44745E-01  2.41528E+00  7.30814E-02  1.83480E-01  1.72820E-02  1.15932E-01  4.21232E-02  1.91802E-02  2.07444E-01  3.56540E-03  8.23838E-03 -9.42200E-03  1.13137E-01   -2264.80791433183
         2249  1.72493E+00  1.62599E+00  7.37667E-01  2.34967E+00  7.07248E-02  2.50479E-01  3.67205E-02  1.21691E-01  4.30343E-02 -2.58722E-03  2.04715E-01 -5.97966E-02  2.24141E-03 -1.06736E-02  1.94349E-01   -2232.42505123183
