TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         5761  1.61210E+00  1.56932E+00  5.86140E-01  2.36968E+00  6.27938E-02  2.04805E-01  1.40184E-02  1.77351E-01  5.35753E-02 -1.82044E-02  1.97186E-01 -4.72816E-02  4.91686E-02 -4.99488E-02  1.56594E-01   -2278.43452072392
         5762  1.68066E+00  1.52261E+00  7.51299E-01  2.30454E+00  6.09785E-02  1.53002E-01 -8.37633E-03  2.10844E-01  2.71785E-02 -3.52986E-02  1.58096E-01 -3.89312E-02  5.80154E-02 -2.39632E-02  1.36503E-01   -2320.81552293894
         5763  1.60405E+00  1.51420E+00  7.18171E-01  2.38603E+00  6.71629E-02  1.83653E-01  1.24832E-02  1.39160E-01  8.04764E-03 -4.97977E-02  1.38327E-01 -1.53311E-02  2.96571E-02 -4.83941E-03  1.05010E-01   -2285.11357169437
         5764  1.63076E+00  1.49434E+00  7.42726E-01  2.38744E+00  6.60415E-02  2.05923E-01 -1.39197E-03  1.29584E-01  2.47388E-02 -1.24843E-03  1.65922E-01 -4.61822E-02  3.20568E-02  4.36504E-03  1.62322E-01   -2287.55942640914
         5765  1.58208E+00  1.45094E+00  7.98994E-01  2.32960E+00  6.73163E-02  1.57288E-01  1.72841E-02  1.59373E-01 -1.66516E-02 -2.08178E-02  1.27604E-01 -4.37112E-02  5.31009E-02 -1.56182E-03  1.99760E-01   -2285.39017545478
         5766  1.68291E+00  1.53070E+00  7.53966E-01  2.36342E+00  6.90487E-02  1.48372E-01 -1.16292E-02  1.90878E-01 -1.35424E-02 -5.83784E-02  9.80817E-02 -2.02995E-03  4.21991E-02 -1.06504E-03  1.17241E-01   -2301.97454362817
         5767  1.71973E+00  1.47513E+00  8.03722E-01  2.33368E+00  6.78898E-02  1.64879E-01  5.37294E-02  2.06117E-01 -5.65526E-02 -8.52768E-02  1.32331E-01 -2.68935E-02  2.24389E-02  2.58541E-03  1.34720E-01   -2280.62245396411
         5768  1.60863E+00  1.51334E+00  7.49993E-01  2.35413E+00  7.06115E-02  1.57941E-01 -1.21457E-03  1.75357E-01 -3.02785E-02 -9.29535E-02  1.63833E-01 -4.79369E-02  2.64414E-02 -1.05511E-03  1.94162E-01   -2269.61879626219
         5769  1.64744E+00  1.53784E+00  7.01463E-01  2.35932E+00  6.82143E-02  1.63975E-01 -1.88462E-02  2.46929E-01 -2.12608E-02 -1.12176E-01  1.60036E-01 -2.28106E-02  1.63552E-02 -2.89461E-05  1.30010E-01   -2298.72443561711
         5770  1.70074E+00  1.46594E+00  7.51123E-01  2.32979E+00  6.07470E-02  1.71679E-01 -2.66258E-02  1.99991E-01  3.96711E-03 -4.81284E-02  1.14672E-01 -1.58278E-03  2.16376E-02  1.23884E-02  1.11999E-01   -2279.81806789036
         5771  1.62446E+00  1.42090E+00  7.44940E-01  2.31725E+00  7.39503E-02  1.64383E-01  8.51664E-03  1.97403E-01 -1.40213E-03 -6.01289E-02  1.52698E-01 -3.13637E-02  1.55993E-02 -1.95174E-02  1.20381E-01   -2252.86204025287
         5772  1.64865E+00  1.50265E+00  6.82549E-01  2.29570E+00  6.39604E-02  1.53768E-01  1.55149E-03  2.23573E-01  9.06520E-04 -5.06324E-02  1.12484E-01 -3.34013E-02  9.70388E-03 -1.93721E-02  1.12004E-01   -2296.42146869289
         5773  1.52702E+00  1.53536E+00  6.57281E-01  2.35872E+00  6.37933E-02  1.67214E-01 -1.80796E-02  2.38633E-01 -1.91704E-02 -6.51873E-02  9.70831E-02 -1.73076E-02 -8.24612E-03 -3.02827E-02  1.31660E-01   -2341.37105148957
         5774  1.61707E+00  1.49832E+00  7.11396E-01  2.25961E+00  7.01901E-02  1.26296E-01 -8.25493E-03  2.21781E-01 -1.09881E-02 -6.05929E-02  8.62495E-02 -3.50473E-02 -7.50652E-03 -2.56124E-02  1.36060E-01   -2333.88835874095
         5775  1.59269E+00  1.44380E+00  7.34198E-01  2.29399E+00  6.14264E-02  1.27560E-01 -2.79127E-02  2.36215E-01 -1.39455E-02 -4.85482E-02  7.72083E-02 -3.28106E-02 -1.92369E-02 -2.22295E-02  1.31965E-01   -2372.90792810970
         5776  1.57218E+00  1.48805E+00  6.77621E-01  2.27462E+00  6.43167E-02  1.17296E-01 -3.73645E-02  2.55575E-01 -3.00993E-02 -3.48235E-02  9.44488E-02 -4.63671E-02 -6.08810E-03 -2.26915E-02  1.41428E-01   -2337.43342466904
         5777  1.59059E+00  1.55142E+00  6.42866E-01  2.29118E+00  6.34402E-02  1.37462E-01 -4.36441E-02  2.12313E-01 -3.78971E-02 -2.72197E-02  9.91693E-02 -4.22981E-02  1.43299E-02 -2.08826E-02  1.20285E-01   -2324.30198041715
         5778  1.58758E+00  1.57740E+00  6.11467E-01  2.33945E+00  6.70545E-02  2.01408E-01 -4.73739E-02  2.06556E-01 -2.54448E-02 -6.15480E-02  1.28552E-01 -7.55304E-02  1.53031E-02 -1.60213E-02  1.52704E-01   -2298.05958126965
         5779  1.59798E+00  1.60685E+00  6.62896E-01  2.30871E+00  6.01887E-02  1.86919E-01 -4.93023E-02  2.31183E-01 -4.37203E-02 -2.89635E-02  1.21511E-01 -6.17711E-02  5.70953E-03 -2.35849E-03  1.48850E-01   -2307.41432661571
         5780  1.65933E+00  1.67694E+00  6.35457E-01  2.36679E+00  6.82636E-02  1.44339E-01  1.12115E-02  2.15852E-01 -3.02626E-02 -1.96470E-02  1.35292E-01 -5.94581E-02  3.26866E-03  1.97505E-02  1.75815E-01   -2288.75819094041
         5781  1.57303E+00  1.60381E+00  7.65623E-01  2.32396E+00  5.46661E-02  1.60253E-01 -3.12790E-02  1.82119E-01 -3.27134E-03 -1.24528E-02  1.70296E-01 -1.71251E-02  5.14934E-02 -3.10759E-03  1.63885E-01   -2372.65240969832
         5782  1.65462E+00  1.49389E+00  7.24633E-01  2.26216E+00  5.24291E-02  1.76032E-01 -1.58760E-02  1.58484E-01 -3.82656E-03  6.92857E-03  1.91972E-01 -6.85529E-04  3.67708E-02  2.70654E-02  1.30396E-01   -2384.16026014996
         5783  1.60750E+00  1.57846E+00  7.71990E-01  2.29468E+00  5.06899E-02  2.09682E-01 -2.53035E-02  1.83869E-01 -8.15489E-03  2.18883E-02  1.65044E-01 -2.58348E-03  8.55411E-03  2.57505E-02  1.26066E-01   -2364.78751406780
         5784  1.66676E+00  1.49731E+00  6.58065E-01  2.29859E+00  5.16703E-02  1.61237E-01 -2.14303E-03  2.20626E-01 -1.10566E-02  1.94692E-02  1.77510E-01 -2.79550E-02  4.45160E-02  1.52046E-02  1.23626E-01   -2383.31566210715
         5785  1.67493E+00  1.48910E+00  6.23225E-01  2.26017E+00  4.35574E-02  1.43858E-01 -4.20669E-03  2.64461E-01 -1.48411E-02  9.49954E-02  2.28573E-01 -3.25032E-02  3.92851E-02  4.15259E-02  1.38160E-01   -2369.91774232138
         5786  1.57347E+00  1.46383E+00  6.93137E-01  2.31563E+00  4.53552E-02  1.39509E-01  3.66053E-02  2.06438E-01 -3.64201E-02 -2.05571E-02  3.01344E-01 -5.80558E-02 -6.23519E-03  2.41789E-02  1.16565E-01   -2354.51964548102
         5787  1.65507E+00  1.56117E+00  7.08533E-01  2.28318E+00  4.15769E-02  1.54715E-01  1.57430E-02  1.90779E-01 -3.31565E-03  1.95399E-02  2.36151E-01 -2.91886E-02 -1.99730E-02  1.65209E-02  9.42573E-02   -2389.42688598981
         5788  1.63269E+00  1.60366E+00  8.10352E-01  2.31806E+00  4.58710E-02  1.41314E-01 -1.24801E-02  1.85222E-01 -5.91899E-03  1.43848E-02  2.43934E-01 -2.88988E-02  7.89529E-03  5.53407E-02  1.24529E-01   -2391.37889246687
         5789  1.62905E+00  1.48507E+00  7.31281E-01  2.32151E+00  4.43146E-02  2.03962E-01  3.88284E-03  1.89888E-01 -1.17511E-02 -1.03878E-02  2.08426E-01 -5.39201E-02  2.97829E-02  4.82806E-02  1.85914E-01   -2391.71483247035
         5790  1.63154E+00  1.60798E+00  8.18071E-01  2.35639E+00  4.75645E-02  1.67918E-01  3.47943E-02  2.83472E-01 -3.46841E-02 -1.11289E-01  2.43824E-01 -5.07914E-02 -1.27099E-02  5.05094E-02  1.57556E-01   -2361.71110085086
         5791  1.58453E+00  1.53174E+00  7.88085E-01  2.35988E+00  4.42800E-02  1.44431E-01  4.51687E-03  1.76326E-01  1.14366E-02 -5.03537E-02  1.69315E-01 -8.86798E-03  5.80198E-03  5.13795E-02  1.79781E-01   -2347.97586792392
         5792  1.63308E+00  1.42983E+00  7.97726E-01  2.39481E+00  5.01102E-02  1.60822E-01  1.12504E-02  1.68805E-01 -7.89736E-03 -1.39872E-02  1.90547E-01 -1.00819E-02 -9.81793E-03  5.82099E-02  1.71217E-01   -2268.02194617703
         5793  1.62804E+00  1.47945E+00  6.68024E-01  2.39864E+00  5.51672E-02  1.52066E-01 -4.02469E-02  2.30031E-01  2.17994E-02 -3.35988E-02  2.05419E-01 -4.34393E-03 -5.48485E-03  3.49903E-02  1.48556E-01   -2314.16697669661
         5794  1.64783E+00  1.61555E+00  7.82203E-01  2.38614E+00  5.81063E-02  1.46816E-01 -1.58308E-02  1.99667E-01 -3.00993E-02 -1.16730E-02  2.44095E-01 -3.11778E-02  1.70925E-02  4.79585E-02  1.43352E-01   -2299.19590759217
         5795  1.67560E+00  1.50870E+00  7.68864E-01  2.41221E+00  5.53500E-02  1.51349E-01 -2.34651E-02  1.38509E-01 -2.60104E-02 -6.44933E-03  2.94150E-01 -4.01078E-02  2.50339E-02  5.15520E-02  1.47166E-01   -2335.24894902921
         5796  1.65287E+00  1.58517E+00  7.22940E-01  2.34988E+00  4.80980E-02  1.29249E-01 -1.03869E-02  1.54162E-01 -2.39211E-02  2.34937E-02  2.29777E-01 -3.40467E-02  4.05380E-03  5.93194E-02  1.66464E-01   -2368.90011041676
         5797  1.65971E+00  1.61868E+00  7.41725E-01  2.34637E+00  4.89084E-02  1.99135E-01  2.61015E-02  1.79029E-01  3.52542E-02  3.72339E-02  2.01788E-01 -7.37151E-02  6.41544E-03  3.05418E-02  1.56049E-01   -2302.02497200909
         5798  1.55681E+00  1.56616E+00  7.43321E-01  2.42754E+00  5.46578E-02  1.68859E-01 -3.82079E-03  1.42148E-01  1.36038E-02  6.38637E-03  2.06849E-01 -4.30132E-02  1.60149E-02  5.43301E-02  1.71330E-01   -2318.25854983440
         5799  1.63764E+00  1.55347E+00  7.67778E-01  2.35212E+00  5.11538E-02  2.29931E-01 -3.34268E-03  1.88557E-01  3.16521E-02 -8.06549E-04  1.95811E-01 -3.08033E-02  2.59412E-02  3.71674E-02  1.83172E-01   -2306.94528763234
         5800  1.64086E+00  1.50176E+00  7.30589E-01  2.27119E+00  5.10177E-02  1.60133E-01  3.72480E-02  2.20362E-01 -1.04757E-02  4.87465E-02  2.17405E-01 -1.98153E-02 -2.02396E-02  5.93206E-02  1.74936E-01   -2305.80662035244
         5801  1.54848E+00  1.45267E+00  7.23134E-01  2.35762E+00  4.76488E-02  1.84680E-01  1.69744E-02  2.06710E-01  5.87000E-03 -2.56950E-02  2.01941E-01  5.16659E-03 -8.92661E-03  7.97001E-02  1.93932E-01   -2349.50829861883
         5802  1.63954E+00  1.58074E+00  7.61927E-01  2.38449E+00  4.46163E-02  1.74776E-01  1.32240E-02  1.79853E-01  3.07644E-02 -1.32581E-03  2.21542E-01 -1.12874E-02 -1.13858E-02  7.49245E-02  1.59534E-01   -2381.09497782655
         5803  1.58442E+00  1.62193E+00  6.28318E-01  2.31400E+00  4.78079E-02  1.97750E-01  2.05975E-02  2.18595E-01  2.50888E-02  2.99187E-04  2.55651E-01 -4.24492E-03  7.05806E-02  8.04034E-02  2.16712E-01   -2332.23960064855
         5804  1.63501E+00  1.62890E+00  6.05320E-01  2.35534E+00  4.64127E-02  1.54580E-01  8.54461E-03  1.99698E-01  1.19422E-02 -5.00315E-02  1.79390E-01 -8.29186E-03  1.91978E-02  5.39916E-02  2.30587E-01   -2337.08756796136
         5805  1.61738E+00  1.50940E+00  6.47858E-01  2.29234E+00  5.14988E-02  2.35467E-01 -1.50385E-02  1.80942E-01 -6.22483E-03 -2.50322E-02  1.80222E-01 -6.69520E-02 -1.99357E-02  7.00911E-02  2.21669E-01   -2330.83087656592
         5806  1.64087E+00  1.57248E+00  6.87384E-01  2.32535E+00  4.99740E-02  1.53944E-01 -2.66836E-02  1.57797E-01  4.91109E-02 -5.30195E-02  2.00464E-01  5.58996E-03 -1.81196E-02  7.98324E-02  2.15826E-01   -2303.75763978535
         5807  1.60221E+00  1.50944E+00  6.92350E-01  2.39015E+00  5.37684E-02  1.58535E-01 -2.30461E-02  2.04847E-01  2.37461E-02 -1.15877E-01  2.45279E-01  1.09535E-02 -9.55031E-02  1.18052E-01  2.60214E-01   -2271.30831182052
         5808  1.63100E+00  1.51218E+00  6.32680E-01  2.37163E+00  5.25572E-02  1.45803E-01 -1.52403E-02  1.56149E-01  4.98346E-02 -6.00557E-02  2.70789E-01 -1.81905E-03 -1.51119E-02  9.37169E-02  1.95246E-01   -2321.44637288323
         5809  1.64157E+00  1.56648E+00  6.44045E-01  2.26194E+00  4.79173E-02  1.96555E-01 -2.43124E-02  1.90893E-01  3.83193E-02 -7.69498E-02  2.41166E-01 -1.80488E-02 -4.18241E-02  9.15817E-02  1.99510E-01   -2311.95094856749
         5810  1.60744E+00  1.52446E+00  6.00074E-01  2.29273E+00  5.21919E-02  1.90117E-01  1.44127E-02  1.95189E-01  7.00245E-03 -1.08993E-01  3.09998E-01 -3.88312E-03 -3.59694E-02  7.88057E-02  1.93926E-01   -2218.79032834102
         5811  1.64781E+00  1.53768E+00  6.49537E-01  2.36174E+00  5.46573E-02  1.18684E-01  9.38060E-03  1.90342E-01  2.17293E-02 -2.79752E-02  2.88440E-01 -1.86711E-03  1.51439E-02  5.64409E-02  2.18085E-01   -2273.45848953393
         5812  1.65708E+00  1.49237E+00  6.74668E-01  2.33619E+00  5.16541E-02  1.77045E-01 -6.20889E-02  2.04291E-01  1.59649E-02 -3.16604E-02  2.80284E-01  1.75667E-02 -7.91390E-03  9.45232E-02  2.26652E-01   -2272.15491285700
         5813  1.62757E+00  1.53120E+00  6.11536E-01  2.26837E+00  5.15628E-02  1.34829E-01 -2.94777E-02  1.58843E-01 -1.14739E-02  2.26741E-03  2.76921E-01 -1.90825E-02  3.34414E-02  5.25095E-02  1.98919E-01   -2259.50611966868
         5814  1.63578E+00  1.57294E+00  7.41141E-01  2.35801E+00  5.93678E-02  1.84705E-01 -8.38986E-02  2.04540E-01 -3.45275E-03 -1.80979E-02  2.85944E-01 -5.14079E-02  9.17566E-03  8.77280E-02  2.06675E-01   -2240.20298083341
         5815  1.62032E+00  1.53975E+00  7.71719E-01  2.23549E+00  6.78911E-02  1.54319E-01 -3.57539E-02  2.18946E-01  8.22105E-03 -3.92698E-03  2.07535E-01  5.23265E-03 -2.65803E-02  1.02773E-01  2.73913E-01   -2227.17994751298
         5816  1.57955E+00  1.55828E+00  7.22938E-01  2.39921E+00  6.35440E-02  1.41635E-01 -3.70470E-02  1.49795E-01 -1.11583E-02 -2.51489E-02  2.84664E-01 -1.57965E-02  1.18197E-02  7.90310E-02  2.16377E-01   -2206.55103090130
         5817  1.65724E+00  1.57588E+00  6.93325E-01  2.24889E+00  5.95781E-02  1.43264E-01 -2.56567E-02  1.45701E-01 -3.72106E-03 -1.85446E-02  2.28867E-01 -1.86794E-02 -3.27941E-02  1.13941E-01  3.26688E-01   -2294.02436139760
         5818  1.63698E+00  1.51263E+00  7.58755E-01  2.33163E+00  6.10995E-02  1.60427E-01 -3.85222E-02  1.22135E-01 -1.24020E-02 -1.92960E-02  1.83632E-01 -1.56834E-02 -3.48149E-02  4.78914E-02  2.35450E-01   -2296.39103156571
         5819  1.69076E+00  1.56633E+00  6.99745E-01  2.31513E+00  5.95734E-02  1.92157E-01  5.01446E-03  1.68504E-01 -2.72148E-02 -5.52296E-02  1.48828E-01 -6.34274E-02 -1.83945E-02  6.57320E-02  2.01382E-01   -2288.87839155866
         5820  1.63882E+00  1.51177E+00  8.23569E-01  2.38490E+00  6.47597E-02  1.56319E-01  3.20298E-03  1.35249E-01 -1.48433E-02 -1.94673E-02  1.38331E-01 -2.24226E-02  3.99420E-04  4.76528E-02  1.56866E-01   -2299.39280827174
         5821  1.61872E+00  1.58721E+00  7.17480E-01  2.30383E+00  5.71981E-02  1.94074E-01 -2.41298E-02  1.72622E-01 -3.19995E-02 -9.85852E-04  1.58729E-01 -5.80113E-02 -2.50017E-02  7.14696E-02  1.92953E-01   -2284.43539942149
         5822  1.57619E+00  1.56203E+00  5.59716E-01  2.23108E+00  6.19994E-02  1.41341E-01 -6.07155E-03  1.68047E-01 -5.23733E-03  3.21266E-02  1.66687E-01 -5.42496E-02 -1.76277E-03  3.96736E-02  1.76417E-01   -2289.61263337011
         5823  1.54743E+00  1.59681E+00  5.31054E-01  2.26636E+00  6.22960E-02  1.67576E-01 -3.84929E-02  1.99695E-01  2.46717E-02  1.99097E-03  1.28682E-01 -5.29744E-02  3.96722E-03  3.85788E-02  1.92788E-01   -2244.20994281263
         5824  1.61498E+00  1.58013E+00  5.96089E-01  2.19277E+00  7.38175E-02  1.65859E-01  3.32420E-03  1.23618E-01 -9.46856E-03  1.55931E-02  1.13124E-01 -7.50493E-03  1.52624E-02  2.90724E-02  1.39381E-01   -2229.40710094029
         5825  1.67429E+00  1.59172E+00  6.21955E-01  2.25394E+00  7.33296E-02  1.63086E-01  5.91521E-03  1.36658E-01  5.88702E-03 -1.09054E-05  1.42041E-01  1.95278E-03 -2.06793E-02  4.63209E-02  1.51009E-01   -2190.63282622176
         5826  1.60282E+00  1.64605E+00  6.42209E-01  2.27534E+00  7.35850E-02  2.07114E-01  1.05590E-02  1.68676E-01  4.06540E-03 -4.79982E-02  1.49433E-01  6.01122E-03 -2.59406E-02  5.31435E-02  1.83247E-01   -2255.83046356964
         5827  1.63952E+00  1.52949E+00  6.88981E-01  2.32600E+00  5.86569E-02  1.93895E-01  1.49425E-02  1.65063E-01 -3.44105E-03 -4.26046E-02  1.23050E-01 -5.25136E-03 -3.95366E-03  2.43111E-02  2.02614E-01   -2310.61732423054
         5828  1.68036E+00  1.64374E+00  6.43291E-01  2.37886E+00  6.22896E-02  1.52224E-01  2.14325E-02  1.65608E-01  7.44912E-03 -4.78571E-02  1.35877E-01 -7.38108E-03 -5.69048E-02  4.73312E-02  1.71947E-01   -2298.37979306442
         5829  1.63528E+00  1.58769E+00  6.51459E-01  2.26777E+00  6.44498E-02  1.74921E-01  3.81233E-03  1.34387E-01 -4.70674E-03 -1.59595E-02  1.09138E-01 -4.47408E-03 -1.48099E-02  2.06053E-02  1.66295E-01   -2271.44331619142
         5830  1.61959E+00  1.59966E+00  6.39236E-01  2.32258E+00  6.17155E-02  1.80584E-01  7.86140E-03  1.19034E-01 -3.36709E-02 -1.82589E-03  1.38178E-01 -7.45054E-02 -4.20272E-03  3.90479E-02  2.20649E-01   -2382.00828384241
         5831  1.53466E+00  1.55900E+00  6.73257E-01  2.43125E+00  4.49871E-02  1.41374E-01  3.10851E-02  1.53573E-01 -3.53458E-02 -2.84158E-02  1.71678E-01 -2.83782E-02  2.16186E-02  2.16620E-02  1.75944E-01   -2367.23583587820
         5832  1.57593E+00  1.50294E+00  7.54459E-01  2.32691E+00  5.76675E-02  2.01579E-01  1.39911E-02  1.58924E-01 -1.45543E-02 -2.71747E-02  1.42442E-01 -7.14296E-02  1.05211E-02  2.90823E-03  2.15591E-01   -2334.84307790667
         5833  1.74144E+00  1.51016E+00  7.85893E-01  2.27104E+00  6.49123E-02  1.51218E-01  1.46980E-02  2.06940E-01 -2.91906E-02  5.27347E-03  1.50621E-01 -2.09354E-02  2.30638E-02  1.28382E-02  1.61583E-01   -2317.83194143913
         5834  1.68490E+00  1.54785E+00  7.55111E-01  2.37061E+00  6.03322E-02  1.65351E-01 -6.88025E-03  1.60431E-01  8.51625E-03  3.10505E-02  1.46995E-01 -2.20674E-02  3.48236E-02 -1.95768E-03  1.64052E-01   -2312.17268979841
         5835  1.60775E+00  1.62407E+00  7.85156E-01  2.41516E+00  6.16872E-02  1.85985E-01 -4.41724E-03  1.17991E-01  1.21458E-02  1.48423E-02  2.02626E-01 -5.44422E-03 -1.00525E-02 -9.36937E-04  1.63475E-01   -2311.26792011274
         5836  1.62910E+00  1.58002E+00  6.76917E-01  2.35664E+00  6.16416E-02  1.39489E-01 -1.88931E-02  1.08804E-01  6.89571E-03 -8.14359E-04  1.66456E-01 -3.19674E-03  1.89627E-02  3.35060E-02  1.80232E-01   -2237.28522999201
         5837  1.66184E+00  1.60739E+00  7.08127E-01  2.41297E+00  6.36766E-02  1.73296E-01 -1.55881E-02  1.23780E-01  2.02852E-02  2.78883E-02  1.77829E-01 -2.11061E-02  3.99266E-02  3.02363E-02  1.79582E-01   -2250.37485012527
         5838  1.74226E+00  1.66062E+00  8.86373E-01  2.44236E+00  6.17323E-02  1.65083E-01 -2.20084E-02  1.64961E-01  5.66978E-02  1.17372E-02  2.24286E-01  2.77709E-02  4.55709E-02  6.82988E-02  1.94180E-01   -2271.59892140036
         5839  1.67359E+00  1.58928E+00  8.62384E-01  2.41992E+00  5.46357E-02  1.63651E-01 -2.97061E-02  1.15281E-01  1.56184E-02  2.52440E-02  2.30460E-01 -1.05358E-02  3.15645E-02  3.70218E-02  1.51852E-01   -2339.23679400813
         5840  1.62902E+00  1.60273E+00  8.42244E-01  2.35503E+00  5.34495E-02  2.07430E-01  1.42054E-02  1.11501E-01  2.42975E-02  6.79800E-02  2.79063E-01 -2.38498E-02  2.09974E-02  4.98632E-02  1.71086E-01   -2393.46590575725
         5841  1.69367E+00  1.61654E+00  8.02449E-01  2.39067E+00  5.02770E-02  1.99657E-01 -1.18597E-02  1.23366E-01  2.14362E-02  6.24338E-02  2.65562E-01 -4.52658E-02  1.14875E-02  3.12401E-02  1.29645E-01   -2364.87658267705
         5842  1.66383E+00  1.60927E+00  7.62653E-01  2.30748E+00  5.03251E-02  2.12189E-01  7.79155E-03  1.26663E-01  5.87642E-02  9.78364E-02  3.07967E-01 -3.29616E-02 -3.33303E-03  3.19248E-02  1.29472E-01   -2305.28454637965
         5843  1.66332E+00  1.62147E+00  8.60638E-01  2.35762E+00  5.13702E-02  1.90596E-01 -1.20189E-02  1.17344E-01  4.26819E-02  4.89976E-02  3.70433E-01 -7.46131E-03 -1.86965E-03  6.29534E-02  1.82068E-01   -2287.56001418720
         5844  1.76894E+00  1.56664E+00  8.66206E-01  2.40213E+00  5.44407E-02  1.96739E-01 -8.91783E-03  1.50739E-01  8.90302E-02 -1.71026E-02  3.55920E-01 -2.16712E-02  2.09907E-02  2.43182E-02  1.74993E-01   -2298.28433887199
         5845  1.60754E+00  1.48943E+00  7.61186E-01  2.38675E+00  5.05483E-02  1.93983E-01  7.31473E-03  1.65635E-01  3.91994E-02  9.41865E-03  2.79070E-01 -4.06634E-02  1.70289E-02  2.56558E-02  1.89525E-01   -2370.98578462909
         5846  1.57968E+00  1.49676E+00  7.34766E-01  2.32396E+00  5.28164E-02  1.83021E-01 -2.27949E-02  1.37996E-01 -1.03313E-02  2.51276E-02  2.20642E-01 -2.88577E-02  2.18207E-02  4.04037E-02  1.88053E-01   -2309.05244079488
         5847  1.61891E+00  1.57755E+00  6.98487E-01  2.28977E+00  4.92124E-02  1.13201E-01 -8.33397E-03  1.44900E-01 -1.68927E-04  1.54211E-02  2.24917E-01 -2.98825E-02  4.74331E-04  2.28521E-02  1.70645E-01   -2304.50642988524
         5848  1.61710E+00  1.61328E+00  6.24233E-01  2.28669E+00  5.74103E-02  1.33491E-01 -4.51596E-02  1.52395E-01 -2.26810E-02  1.70757E-03  1.87011E-01 -3.21474E-02  2.33319E-02  3.42795E-02  1.38934E-01   -2340.96468413730
         5849  1.63222E+00  1.54214E+00  6.55118E-01  2.28424E+00  5.45729E-02  1.23524E-01 -5.09276E-02  1.44805E-01  4.07795E-03 -1.15792E-02  1.63837E-01 -2.44578E-02  7.02214E-03  1.59724E-02  1.36720E-01   -2360.52950527836
         5850  1.70139E+00  1.55444E+00  6.73528E-01  2.28279E+00  6.02663E-02  1.47560E-01 -3.64785E-02  1.56616E-01 -1.45178E-02 -3.12201E-03  1.65503E-01 -3.71054E-02  2.83222E-02  1.78903E-02  1.59578E-01   -2304.96503232351
         5851  1.55181E+00  1.49720E+00  6.18918E-01  2.27109E+00  6.15688E-02  1.64610E-01 -2.23444E-02  1.18059E-01  2.45174E-03 -3.41721E-02  2.04432E-01 -4.16679E-02  8.82694E-03  4.24404E-02  1.60468E-01   -2293.23980791750
         5852  1.59648E+00  1.51107E+00  6.66379E-01  2.32880E+00  5.83229E-02  1.41575E-01 -4.09690E-02  1.40112E-01  2.62578E-02 -4.91224E-02  1.95914E-01 -5.03650E-02  2.43710E-02  9.99112E-03  1.76644E-01   -2350.57922900445
         5853  1.64155E+00  1.51480E+00  6.53154E-01  2.34759E+00  5.46424E-02  1.54337E-01 -1.79338E-02  1.31931E-01  1.14585E-02 -5.52769E-02  1.67141E-01 -3.93906E-02  1.46803E-03  2.44225E-02  1.90358E-01   -2315.18218819050
         5854  1.61221E+00  1.54668E+00  6.62604E-01  2.37827E+00  6.63606E-02  1.11783E-01 -9.59997E-03  1.75830E-01 -1.15309E-02 -6.60874E-02  1.88865E-01 -1.79252E-04 -2.45499E-02  3.06229E-02  1.53150E-01   -2268.19218283598
         5855  1.61341E+00  1.53531E+00  6.84387E-01  2.25790E+00  6.00994E-02  1.64566E-01 -3.84514E-02  1.51350E-01 -1.69893E-02 -5.57648E-02  1.90462E-01 -6.58162E-03 -2.05892E-02  4.00690E-02  1.45190E-01   -2304.64082313539
         5856  1.60510E+00  1.51114E+00  6.84187E-01  2.30892E+00  5.97660E-02  1.64001E-01 -1.24581E-02  1.39948E-01  3.64378E-03 -5.54526E-02  1.86279E-01 -3.81643E-02 -2.80422E-02  2.20982E-02  1.72490E-01   -2271.64944980968
         5857  1.61180E+00  1.43370E+00  6.87803E-01  2.29152E+00  5.99418E-02  1.72753E-01 -3.79101E-02  1.67047E-01  8.35868E-02 -6.01508E-02  2.67461E-01 -2.48528E-02 -1.22309E-02  4.70415E-02  1.44911E-01   -2253.93155796033
         5858  1.67790E+00  1.50718E+00  7.63971E-01  2.34836E+00  6.18392E-02  1.51425E-01 -4.12791E-02  1.67986E-01  5.35727E-02 -6.79971E-02  2.13878E-01 -3.25717E-02 -1.75530E-02  3.05615E-02  1.30877E-01   -2313.51019173716
         5859  1.72481E+00  1.45739E+00  7.93459E-01  2.32195E+00  6.55057E-02  1.43737E-01 -3.47827E-02  2.16163E-01  9.32571E-03 -7.05012E-02  2.40745E-01 -7.51877E-03 -4.44022E-02  3.46872E-02  1.57989E-01   -2278.54175745415
         5860  1.66778E+00  1.49088E+00  7.49402E-01  2.31718E+00  6.12551E-02  1.71360E-01 -2.40009E-02  1.40673E-01  2.47056E-02 -5.21692E-02  2.63879E-01 -6.30307E-02  9.53558E-03 -3.18220E-02  1.44325E-01   -2297.50012435214
