TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -9419  3.26768E+00  3.25218E+00 -6.02501E-01 -2.12060E-01  7.16312E-01  1.09057E+00  3.43928E-01  2.06181E-01  6.86354E-01  2.28970E+00  1.01004E-01  1.00000E+00  1.09596E-02 -8.86659E-04  9.32925E-03  1.64128E-03 -3.22356E-03  8.56452E-03 -9.50098E-04 -2.29228E-03  2.81061E-04  7.13350E-03   -19314.9856384549
        -9418  3.25862E+00  3.21255E+00 -5.97841E-01 -1.95976E-01  7.42187E-01  1.11680E+00  3.37906E-01  1.99105E-01  6.80743E-01  2.29181E+00  9.83615E-02  1.00000E+00  9.68505E-03 -6.91876E-04  8.80044E-03  6.78546E-04 -3.22833E-03  8.80902E-03 -1.12024E-03 -1.48704E-03  2.30771E-05  6.88516E-03   -19362.9118272340
        -9417  3.32248E+00  3.25448E+00 -6.17513E-01 -2.07479E-01  7.24096E-01  1.16223E+00  3.41117E-01  1.85780E-01  6.94381E-01  2.29183E+00  9.87014E-02  1.00000E+00  1.09412E-02 -8.26354E-04  9.12619E-03  1.86764E-03 -3.36708E-03  9.16005E-03 -8.04960E-04 -1.28287E-03  6.90244E-04  6.14430E-03   -19422.3714927679
        -9416  3.32456E+00  3.23331E+00 -6.22905E-01 -2.03712E-01  7.53793E-01  1.12634E+00  3.29908E-01  1.92842E-01  6.90384E-01  2.30049E+00  9.84176E-02  1.00000E+00  1.00049E-02 -3.49308E-05  9.14178E-03  1.85912E-03 -3.41499E-03  9.52930E-03 -1.03744E-03 -5.91000E-04 -5.77588E-04  5.56467E-03   -19471.4071151941
        -9415  3.26991E+00  3.23177E+00 -6.05759E-01 -2.01846E-01  7.98374E-01  1.11484E+00  3.15339E-01  1.93793E-01  6.94776E-01  2.29825E+00  9.87233E-02  1.00000E+00  9.17041E-03  7.11281E-04  8.16163E-03  1.00761E-03 -2.13626E-03  8.21641E-03 -1.10849E-03 -1.05551E-03 -8.67210E-04  5.69948E-03   -19489.6653366898
        -9414  3.30749E+00  3.17504E+00 -6.11116E-01 -1.84759E-01  8.26673E-01  1.10433E+00  3.07052E-01  1.98570E-01  7.00940E-01  2.30646E+00  9.86689E-02  1.00000E+00  1.00444E-02  6.19111E-04  1.05131E-02  1.50726E-03 -1.95794E-03  8.20154E-03 -1.28903E-03 -2.03158E-03 -9.42120E-04  5.69562E-03   -19397.8141785557
        -9413  3.32720E+00  3.21931E+00 -6.20315E-01 -1.97532E-01  8.45797E-01  1.11282E+00  3.03945E-01  1.96577E-01  7.08683E-01  2.30985E+00  9.99064E-02  1.00000E+00  1.09520E-02 -7.08894E-04  9.40248E-03  1.02268E-03 -1.68959E-03  7.45884E-03 -7.82846E-04 -1.39769E-03 -4.76174E-04  5.53264E-03   -19282.0431816675
        -9412  3.28574E+00  3.25669E+00 -6.11662E-01 -2.07326E-01  8.00205E-01  1.13199E+00  3.14897E-01  1.88425E-01  7.06288E-01  2.30538E+00  1.00191E-01  1.00000E+00  1.07643E-02 -4.20172E-04  8.89513E-03  9.48270E-04 -1.22263E-03  6.32331E-03 -1.32194E-03 -1.21408E-03 -9.32960E-05  6.47809E-03   -19280.2062280726
        -9411  3.28585E+00  3.23767E+00 -6.08247E-01 -2.02660E-01  7.73243E-01  1.11491E+00  3.22324E-01  1.98471E-01  7.07846E-01  2.30126E+00  1.01265E-01  1.00000E+00  1.16257E-02 -1.49063E-04  9.23716E-03  5.31618E-04 -1.52624E-03  6.15116E-03 -1.61523E-03 -1.22048E-03 -2.68857E-04  7.20061E-03   -19272.1840413505
        -9410  3.33271E+00  3.25468E+00 -6.17088E-01 -2.09507E-01  7.70550E-01  1.15304E+00  3.23456E-01  1.86267E-01  7.01410E-01  2.30764E+00  1.01605E-01  1.00000E+00  9.73764E-03 -4.03497E-04  1.01928E-02  7.66274E-04 -1.57126E-03  7.11790E-03 -1.29018E-03 -8.83201E-04 -9.43878E-04  7.37433E-03   -19332.3474580105
        -9409  3.30120E+00  3.29450E+00 -6.13526E-01 -2.20750E-01  7.12647E-01  1.16644E+00  3.38594E-01  1.82334E-01  7.01540E-01  2.30935E+00  1.01605E-01  1.00000E+00  8.89155E-03 -3.17984E-04  8.36941E-03  8.04051E-04 -1.73695E-03  7.01600E-03 -3.49723E-04 -6.96458E-04 -1.28285E-03  7.89640E-03   -19311.7748399419
        -9408  3.33810E+00  3.31111E+00 -6.24558E-01 -2.24131E-01  7.86166E-01  1.15407E+00  3.20763E-01  1.86443E-01  7.01629E-01  2.30956E+00  1.01401E-01  1.00000E+00  1.07710E-02 -9.66407E-04  8.85805E-03  2.13161E-04 -1.72343E-03  7.37372E-03 -7.02044E-04 -1.45405E-03 -1.60091E-03  8.43596E-03   -19326.7762527338
        -9407  3.29696E+00  3.23719E+00 -6.10431E-01 -2.04753E-01  7.24222E-01  1.16475E+00  3.40934E-01  1.84361E-01  6.98375E-01  2.31564E+00  1.00968E-01  1.00000E+00  1.12354E-02 -1.58609E-03  9.32942E-03  1.06077E-03 -1.77332E-03  7.00978E-03 -6.79975E-04 -4.82165E-04 -8.43619E-04  8.07420E-03   -19312.0810015501
        -9406  3.33288E+00  3.21847E+00 -6.23271E-01 -1.99386E-01  7.44584E-01  1.20172E+00  3.33669E-01  1.76069E-01  7.03535E-01  2.30263E+00  1.01510E-01  1.00000E+00  1.13541E-02 -9.29069E-04  9.31411E-03 -4.73107E-04 -1.76698E-03  6.30970E-03 -5.80229E-04 -7.95494E-04  2.29753E-04  7.38469E-03   -19363.6955942931
        -9405  3.31549E+00  3.29524E+00 -6.13661E-01 -2.15926E-01  7.05805E-01  1.13051E+00  3.45454E-01  1.93282E-01  6.99068E-01  2.30321E+00  1.01510E-01  1.00000E+00  1.04953E-02 -8.92827E-04  9.89750E-03 -5.68563E-04 -2.07615E-03  6.17732E-03 -9.53541E-04  1.11568E-04 -1.74942E-05  7.46560E-03   -19210.1512646718
        -9404  3.34028E+00  3.23928E+00 -6.27372E-01 -2.00938E-01  7.94595E-01  1.11233E+00  3.19410E-01  2.02746E-01  6.97565E-01  2.30832E+00  1.03821E-01  1.00000E+00  9.86951E-03 -6.58161E-04  9.18346E-03 -1.11812E-03 -2.09126E-03  6.43272E-03 -9.01404E-04  8.16878E-06  8.95553E-05  7.95439E-03   -19264.5110194027
        -9403  3.37014E+00  3.22288E+00 -6.34252E-01 -1.98000E-01  7.66421E-01  1.14566E+00  3.26989E-01  1.91284E-01  7.00558E-01  2.30560E+00  1.02921E-01  1.00000E+00  9.73038E-03 -1.17644E-03  1.00544E-02 -4.27631E-04 -2.67283E-03  7.15556E-03 -1.06302E-03 -2.22995E-04 -4.18525E-04  8.05198E-03   -19325.2273984816
        -9402  3.26389E+00  3.27591E+00 -6.00042E-01 -2.14937E-01  7.85704E-01  1.15943E+00  3.20642E-01  1.85258E-01  6.92838E-01  2.30565E+00  1.02224E-01  1.00000E+00  9.74066E-03 -1.38097E-03  9.44745E-03  1.35661E-04 -2.27069E-03  7.49817E-03 -6.56331E-04  1.92921E-04 -6.51933E-04  7.89264E-03   -19252.6867813110
        -9401  3.29128E+00  3.31558E+00 -6.08739E-01 -2.28949E-01  7.62270E-01  1.12572E+00  3.25279E-01  1.94742E-01  6.98196E-01  2.30290E+00  1.01152E-01  1.00000E+00  1.04664E-02 -1.20644E-04  8.97157E-03 -7.94833E-04 -3.21109E-03  8.81712E-03 -2.58454E-03 -1.31693E-04 -3.01025E-04  7.83781E-03   -19341.7674584504
        -9400  3.31592E+00  3.25705E+00 -6.17152E-01 -2.11843E-01  7.56976E-01  1.10630E+00  3.29124E-01  1.95893E-01  6.99966E-01  2.30285E+00  9.76895E-02  1.00000E+00  9.05894E-03  1.63554E-04  7.92701E-03 -9.19715E-04 -1.56363E-03  9.07652E-03 -2.00813E-03 -6.95189E-04 -6.06593E-04  6.69913E-03   -19428.3615292182
        -9399  3.30456E+00  3.23953E+00 -6.08582E-01 -2.04681E-01  7.31503E-01  1.10187E+00  3.38613E-01  1.99761E-01  6.91510E-01  2.30344E+00  9.70781E-02  1.00000E+00  1.01442E-02 -7.86951E-04  8.79253E-03 -3.37559E-04 -2.75948E-03  1.01308E-02 -1.76778E-03  2.68291E-05  5.52941E-05  6.44661E-03   -19357.8932704644
        -9398  3.27210E+00  3.26153E+00 -6.02203E-01 -2.08107E-01  7.10428E-01  1.12672E+00  3.41286E-01  1.90744E-01  6.91140E-01  2.30265E+00  9.73528E-02  1.00000E+00  9.96611E-03 -5.73708E-04  9.23336E-03  2.34202E-04 -2.95389E-03  9.39551E-03 -1.25168E-03 -4.62213E-04 -5.44881E-04  5.99420E-03   -19319.2118991834
        -9397  3.28511E+00  3.23876E+00 -6.09405E-01 -2.03969E-01  7.30185E-01  1.13397E+00  3.33961E-01  1.91498E-01  6.94598E-01  2.31446E+00  1.01729E-01  1.00000E+00  1.09005E-02 -1.22989E-03  9.13007E-03  8.77236E-04 -2.37227E-03  8.34879E-03 -1.83403E-03 -7.35365E-04 -7.65426E-04  5.86986E-03   -19310.3926763505
        -9396  3.27704E+00  3.28455E+00 -6.06290E-01 -2.16667E-01  7.19244E-01  1.13499E+00  3.32952E-01  1.88461E-01  7.08398E-01  2.30225E+00  1.00287E-01  1.00000E+00  1.02753E-02 -3.95715E-04  9.10064E-03  4.92857E-04 -3.14306E-03  1.05561E-02 -1.61938E-03 -7.45778E-04 -1.03904E-03  5.99288E-03   -19256.6915480939
        -9395  3.26705E+00  3.34363E+00 -5.99389E-01 -2.34511E-01  6.93654E-01  1.15561E+00  3.41205E-01  1.85598E-01  6.90054E-01  2.29658E+00  1.00287E-01  1.00000E+00  1.12553E-02 -7.39107E-04  9.21802E-03  1.19425E-03 -3.15751E-03  9.71940E-03 -9.76899E-04 -1.19962E-03 -1.98123E-04  6.86306E-03   -19286.4749459787
        -9394  3.34155E+00  3.28796E+00 -6.22103E-01 -2.15177E-01  7.58319E-01  1.15645E+00  3.25715E-01  1.87829E-01  6.91049E-01  2.30268E+00  1.01951E-01  1.00000E+00  9.16577E-03 -1.69390E-04  8.70220E-03  5.04901E-04 -2.99081E-03  9.72421E-03 -1.39030E-03 -1.59359E-03 -2.79325E-04  6.74945E-03   -19300.2873343141
        -9393  3.30671E+00  3.28826E+00 -6.16161E-01 -2.16620E-01  7.41112E-01  1.17765E+00  3.26590E-01  1.77451E-01  7.01209E-01  2.30785E+00  1.03933E-01  1.00000E+00  8.73281E-03 -1.39805E-03  1.06459E-02  1.97182E-04 -3.85693E-03  9.98368E-03 -1.46025E-03 -5.67157E-04  2.87356E-04  6.58836E-03   -19182.9623372612
        -9392  3.29247E+00  3.24515E+00 -6.10586E-01 -2.04696E-01  7.17261E-01  1.17490E+00  3.36758E-01  1.79787E-01  6.99105E-01  2.30554E+00  1.02256E-01  1.00000E+00  8.79985E-03 -1.00705E-03  9.15350E-03 -3.39169E-04 -3.24984E-03  9.04175E-03 -1.03498E-03 -1.28565E-03 -3.37625E-04  7.58929E-03   -19220.9612871958
        -9391  3.30727E+00  3.30051E+00 -6.13663E-01 -2.22620E-01  7.34874E-01  1.19408E+00  3.32486E-01  1.78850E-01  6.92113E-01  2.30368E+00  1.02608E-01  1.00000E+00  8.88681E-03 -1.17217E-03  9.57065E-03 -1.91607E-04 -4.31075E-03  9.75951E-03 -1.37337E-03 -1.51889E-03  7.44356E-04  8.50799E-03   -19186.4411152965
        -9390  3.30576E+00  3.30371E+00 -6.13217E-01 -2.21706E-01  7.28811E-01  1.19640E+00  3.32953E-01  1.76351E-01  6.97552E-01  2.29391E+00  1.03560E-01  1.00000E+00  1.01372E-02 -2.17303E-04  8.26872E-03 -1.06266E-03 -3.01689E-03  9.40414E-03 -1.26280E-03 -6.05640E-04 -4.51245E-05  6.94444E-03   -19246.8576797494
        -9389  3.24667E+00  3.28900E+00 -5.97967E-01 -2.17226E-01  7.81873E-01  1.16357E+00  3.17702E-01  1.84862E-01  6.94234E-01  2.29961E+00  1.02489E-01  1.00000E+00  9.28110E-03 -5.69920E-04  6.72225E-03 -5.43822E-04 -1.69553E-03  8.72918E-03 -1.73925E-03 -3.60312E-05 -9.31199E-04  8.12517E-03   -19440.5695533273
        -9388  3.25846E+00  3.28400E+00 -6.00971E-01 -2.15863E-01  7.12042E-01  1.16670E+00  3.38984E-01  1.84226E-01  7.01986E-01  2.31329E+00  1.02873E-01  1.00000E+00  9.22657E-03 -6.35815E-04  6.58217E-03  2.75741E-04 -1.21190E-03  7.67104E-03 -2.35068E-03 -6.10986E-04 -4.30624E-04  7.10797E-03   -19434.4636013110
        -9387  3.23092E+00  3.25187E+00 -5.96885E-01 -2.04983E-01  7.36468E-01  1.17065E+00  3.31346E-01  1.77917E-01  7.03590E-01  2.32242E+00  1.00615E-01  1.00000E+00  8.80308E-03 -3.16019E-04  7.54609E-03 -1.32106E-04 -1.80044E-03  7.64257E-03 -1.61496E-03 -5.51376E-04 -1.33442E-05  7.99982E-03   -19309.5264352418
        -9386  3.30631E+00  3.25320E+00 -6.17897E-01 -2.07950E-01  6.93946E-01  1.12852E+00  3.46039E-01  1.92110E-01  7.07046E-01  2.32249E+00  1.04730E-01  1.00000E+00  9.07543E-03 -1.00472E-03  6.95403E-03 -2.83029E-04 -1.47359E-03  7.31985E-03 -1.60208E-03 -3.76001E-04  4.32706E-05  8.24829E-03   -19248.8996069638
        -9385  3.27146E+00  3.27656E+00 -6.01619E-01 -2.14029E-01  7.04359E-01  1.13715E+00  3.43070E-01  1.91697E-01  7.02146E-01  2.30929E+00  1.04730E-01  1.00000E+00  1.00646E-02 -8.98981E-04  7.26695E-03 -1.07852E-03 -1.48258E-03  7.04543E-03 -2.17488E-03 -3.55314E-04 -2.28764E-04  8.06957E-03   -19165.2385007390
        -9384  3.25378E+00  3.24574E+00 -5.96508E-01 -2.01618E-01  6.89397E-01  1.14482E+00  3.50249E-01  1.88241E-01  6.97399E-01  2.30620E+00  1.04260E-01  1.00000E+00  9.90273E-03  2.07583E-06  6.32583E-03 -1.21621E-03 -8.03110E-04  7.83787E-03 -2.02516E-03 -2.92822E-04  2.29024E-04  7.98463E-03   -19256.5547484434
        -9383  3.25711E+00  3.25661E+00 -5.96049E-01 -2.11520E-01  7.21886E-01  1.16461E+00  3.43191E-01  1.85138E-01  7.03292E-01  2.29966E+00  1.06292E-01  1.00000E+00  8.47902E-03  4.91369E-04  7.81666E-03 -5.21963E-04 -1.22118E-03  7.23210E-03 -1.81837E-03 -5.87467E-04  3.29566E-04  8.28169E-03   -19196.4479152397
        -9382  3.23782E+00  3.25202E+00 -5.95872E-01 -2.06659E-01  6.85164E-01  1.17647E+00  3.50866E-01  1.82060E-01  6.97642E-01  2.29499E+00  1.06501E-01  1.00000E+00  1.01721E-02 -1.21539E-03  7.20909E-03 -3.48333E-04 -7.24090E-04  6.99811E-03 -1.47456E-03 -6.77168E-04  3.18485E-04  9.31654E-03   -19188.8601419157
        -9381  3.25714E+00  3.25401E+00 -5.98611E-01 -2.02000E-01  7.42272E-01  1.18401E+00  3.36346E-01  1.80609E-01  6.80860E-01  2.28659E+00  1.06123E-01  1.00000E+00  9.51969E-03 -5.65342E-04  6.93488E-03 -6.46460E-04 -6.77375E-04  6.22354E-03 -2.23387E-03 -6.60029E-04  1.73471E-05  8.32506E-03   -19259.7101133621
        -9380  3.25361E+00  3.24983E+00 -5.99693E-01 -2.09824E-01  7.37086E-01  1.21131E+00  3.34472E-01  1.72457E-01  6.89741E-01  2.29282E+00  1.00676E-01  1.00000E+00  9.07857E-03  9.06802E-04  8.15485E-03 -6.24368E-04 -8.69520E-04  6.19414E-03 -2.35124E-03 -7.50509E-04  1.49441E-04  8.45943E-03   -19345.6252735335
        -9379  3.29685E+00  3.29886E+00 -6.13376E-01 -2.20967E-01  7.58562E-01  1.16469E+00  3.27148E-01  1.82281E-01  6.83935E-01  2.29801E+00  1.02004E-01  1.00000E+00  9.62944E-03 -3.63529E-04  8.58248E-03 -1.35965E-03 -9.37546E-04  5.84975E-03 -1.80888E-03  5.74221E-05 -4.70012E-04  7.44380E-03   -19407.7509877167
        -9378  3.33201E+00  3.28174E+00 -6.28294E-01 -2.17089E-01  7.87771E-01  1.16221E+00  3.21651E-01  1.85465E-01  6.89451E-01  2.29489E+00  1.00750E-01  1.00000E+00  1.04321E-02 -1.44395E-03  8.93058E-03  1.70536E-04 -1.07619E-03  5.12117E-03 -2.04076E-03  5.79529E-05 -1.22193E-03  7.80048E-03   -19385.6543075201
        -9377  3.30054E+00  3.27130E+00 -6.16538E-01 -2.13706E-01  7.88401E-01  1.18987E+00  3.21240E-01  1.81835E-01  6.85221E-01  2.29111E+00  1.00750E-01  1.00000E+00  1.02022E-02 -9.42256E-04  8.42934E-03 -5.79210E-04 -1.31592E-03  6.06472E-03 -6.03962E-04  3.92814E-04 -1.15932E-03  7.87852E-03   -19404.0484745888
        -9376  3.29748E+00  3.17238E+00 -6.09440E-01 -1.83649E-01  7.34774E-01  1.15884E+00  3.35734E-01  1.90930E-01  6.89061E-01  2.28878E+00  1.00945E-01  1.00000E+00  1.10228E-02 -1.00989E-03  8.57585E-03 -1.01566E-03 -1.46603E-03  6.13350E-03 -1.85375E-03  6.79859E-04 -1.11257E-03  8.16671E-03   -19451.3119162589
        -9375  3.30378E+00  3.25303E+00 -6.14206E-01 -2.07720E-01  7.49143E-01  1.11118E+00  3.31332E-01  2.00363E-01  6.86537E-01  2.29810E+00  1.00945E-01  1.00000E+00  8.84635E-03 -9.55197E-04  8.01104E-03 -9.75734E-04 -1.19750E-03  5.43448E-03 -1.47318E-03  4.84892E-04 -9.72225E-04  8.82947E-03   -19476.1520029859
        -9374  3.31951E+00  3.20401E+00 -6.14335E-01 -1.90852E-01  6.93159E-01  1.13237E+00  3.44705E-01  1.93343E-01  6.91001E-01  2.28704E+00  9.84662E-02  1.00000E+00  1.03975E-02 -1.10401E-03  7.18161E-03 -1.16288E-03 -5.61339E-04  4.76697E-03 -1.26681E-03 -2.98575E-04 -1.99823E-04  8.35236E-03   -19502.8128102643
        -9373  3.28255E+00  3.23861E+00 -6.05815E-01 -2.07330E-01  7.63996E-01  1.09859E+00  3.27126E-01  2.03916E-01  6.88840E-01  2.29837E+00  1.00221E-01  1.00000E+00  9.39716E-03 -9.65069E-04  7.41826E-03 -1.83054E-03 -1.02688E-03  5.34838E-03 -1.30444E-03  7.27422E-04 -2.19669E-04  9.05399E-03   -19480.4220391105
        -9372  3.24865E+00  3.26299E+00 -5.96141E-01 -2.10752E-01  7.23716E-01  1.09320E+00  3.38827E-01  2.03696E-01  6.87210E-01  2.30337E+00  1.00064E-01  1.00000E+00  8.64170E-03 -6.56384E-04  6.92110E-03 -4.88068E-04 -1.74123E-04  4.27672E-03 -1.36878E-03  1.11117E-03 -6.09962E-04  9.63748E-03   -19453.0942892374
        -9371  3.30908E+00  3.24530E+00 -6.18332E-01 -2.09420E-01  6.70250E-01  1.10428E+00  3.53614E-01  2.02320E-01  6.81143E-01  2.30348E+00  1.02868E-01  1.00000E+00  9.33598E-03 -5.50779E-04  7.24796E-03 -1.01762E-03  2.75847E-04  4.72426E-03 -1.57971E-03 -2.56238E-04 -9.22821E-04  8.40974E-03   -19337.8893503463
        -9370  3.27637E+00  3.24884E+00 -6.07263E-01 -2.08556E-01  7.18513E-01  1.11068E+00  3.41969E-01  1.98877E-01  6.86457E-01  2.28795E+00  1.02823E-01  1.00000E+00  8.66103E-03 -6.60753E-04  7.44470E-03 -5.42036E-04 -4.82561E-04  5.20143E-03 -2.63886E-03  6.86023E-04 -1.48369E-03  8.62394E-03   -19476.8693266443
        -9369  3.27766E+00  3.27989E+00 -6.03303E-01 -2.15299E-01  7.80354E-01  1.12038E+00  3.23287E-01  1.96071E-01  6.79934E-01  2.30147E+00  1.00515E-01  1.00000E+00  9.63006E-03 -9.20868E-04  7.32996E-03 -1.31985E-03 -7.16623E-04  4.77050E-03 -2.95871E-03  1.26547E-03 -1.49720E-03  9.26553E-03   -19414.0012675269
        -9368  3.31761E+00  3.25471E+00 -6.12794E-01 -2.06521E-01  8.14882E-01  1.14856E+00  3.09452E-01  1.88315E-01  6.84515E-01  2.29591E+00  1.02413E-01  1.00000E+00  9.06834E-03 -9.08341E-05  7.90562E-03 -5.32333E-04 -4.63688E-04  5.27883E-03 -1.75801E-03  6.81527E-04 -8.93716E-04  8.26014E-03   -19424.0277908587
        -9367  3.26792E+00  3.25750E+00 -6.03595E-01 -2.10703E-01  7.39455E-01  1.14187E+00  3.34451E-01  1.90387E-01  6.91055E-01  2.30503E+00  1.02413E-01  1.00000E+00  8.54279E-03 -1.49772E-03  7.72205E-03 -1.44075E-04 -1.31847E-03  5.46753E-03 -1.99733E-03  1.43918E-03 -1.23641E-03  8.84913E-03   -19426.7068888369
        -9366  3.31187E+00  3.28126E+00 -6.12628E-01 -2.14798E-01  7.19769E-01  1.14802E+00  3.39226E-01  1.85878E-01  6.90673E-01  2.30098E+00  1.05493E-01  1.00000E+00  9.19026E-03 -1.24055E-03  6.98616E-03  6.66982E-04 -1.38781E-03  5.21862E-03 -2.27356E-03  7.15964E-04 -1.17879E-03  8.85183E-03   -19429.5470811082
        -9365  3.27609E+00  3.22182E+00 -6.05827E-01 -2.00213E-01  6.94010E-01  1.18071E+00  3.49586E-01  1.77605E-01  6.93263E-01  2.29674E+00  1.04515E-01  1.00000E+00  8.56670E-03 -1.43401E-03  6.10281E-03  2.76293E-04 -8.95276E-04  5.52828E-03 -2.19907E-03  3.97511E-04 -7.79901E-04  8.59686E-03   -19442.9094290364
        -9364  3.26218E+00  3.26432E+00 -6.04878E-01 -2.11093E-01  6.88229E-01  1.15289E+00  3.51440E-01  1.87872E-01  6.91707E-01  2.30681E+00  1.04799E-01  1.00000E+00  8.31182E-03 -1.11981E-03  7.20937E-03 -4.59455E-04 -6.82420E-04  4.86412E-03 -2.08152E-03 -1.16757E-05 -9.47626E-04  8.18925E-03   -19470.8211589563
        -9363  3.37437E+00  3.24765E+00 -6.35393E-01 -2.06026E-01  6.77234E-01  1.15365E+00  3.52077E-01  1.87011E-01  7.00529E-01  2.29478E+00  1.04799E-01  1.00000E+00  8.43473E-03 -6.95997E-04  6.80394E-03 -4.44057E-04 -1.31674E-03  4.41378E-03 -2.31102E-03 -4.38038E-04 -8.74984E-04  9.00825E-03   -19346.7000375458
        -9362  3.33729E+00  3.26524E+00 -6.22602E-01 -2.10544E-01  7.90242E-01  1.16350E+00  3.17630E-01  1.88807E-01  6.90908E-01  2.30818E+00  1.04799E-01  1.00000E+00  9.97716E-03 -1.58707E-03  7.55779E-03 -4.13516E-04 -1.66527E-03  5.80966E-03 -2.87965E-03 -4.41767E-04 -8.13798E-04  8.28583E-03   -19477.3115468084
        -9361  3.29399E+00  3.26573E+00 -6.11603E-01 -2.13978E-01  7.61800E-01  1.17228E+00  3.29651E-01  1.83131E-01  6.92251E-01  2.30101E+00  1.00726E-01  1.00000E+00  9.00179E-03 -1.39522E-03  8.18546E-03 -7.90948E-04 -1.43656E-03  5.48699E-03 -3.02508E-03 -4.33649E-04 -1.28892E-03  9.25278E-03   -19533.7671566704
        -9360  3.28578E+00  3.24372E+00 -6.10087E-01 -2.04629E-01  7.19224E-01  1.20908E+00  3.37766E-01  1.74233E-01  6.99479E-01  2.29990E+00  1.01173E-01  1.00000E+00  9.30516E-03 -2.07180E-03  8.59706E-03 -4.46961E-04 -1.89680E-03  5.13018E-03 -3.11752E-03 -2.99116E-04 -9.31408E-04  8.64754E-03   -19511.8977786451
        -9359  3.32014E+00  3.27367E+00 -6.16383E-01 -2.14359E-01  6.87975E-01  1.16457E+00  3.49739E-01  1.85811E-01  6.95351E-01  2.30823E+00  1.01197E-01  1.00000E+00  9.23217E-03 -1.92895E-03  7.79882E-03 -1.28068E-03 -1.83708E-03  5.63127E-03 -2.70444E-03 -6.02287E-04 -8.22725E-04  8.82517E-03   -19511.5617258105
        -9358  3.24387E+00  3.23869E+00 -5.96492E-01 -2.03166E-01  7.05288E-01  1.17073E+00  3.46464E-01  1.84738E-01  6.92800E-01  2.30675E+00  1.00107E-01  1.00000E+00  8.23139E-03 -7.35971E-04  7.49811E-03 -1.42869E-03 -1.24792E-03  5.15662E-03 -2.21810E-03 -5.93559E-04 -9.53607E-04  9.61485E-03   -19484.7448468861
        -9357  3.30557E+00  3.25241E+00 -6.11937E-01 -2.04403E-01  6.99438E-01  1.17264E+00  3.47797E-01  1.84204E-01  6.93910E-01  2.29222E+00  1.00282E-01  1.00000E+00  9.16051E-03 -1.17694E-03  6.49096E-03 -1.59932E-03 -1.26309E-03  5.50203E-03 -2.49144E-03  3.64752E-04 -3.92711E-04  8.12671E-03   -19480.6099926724
        -9356  3.29654E+00  3.21276E+00 -6.09880E-01 -2.00416E-01  7.52153E-01  1.15861E+00  3.32992E-01  1.89237E-01  6.98729E-01  2.29830E+00  9.97283E-02  1.00000E+00  8.02542E-03 -2.42796E-04  7.70545E-03 -1.72095E-03 -2.34820E-03  6.02388E-03 -2.41537E-03  1.72027E-04  1.15338E-04  8.32138E-03   -19540.5374179409
        -9355  3.26587E+00  3.25500E+00 -6.01825E-01 -2.09008E-01  6.96056E-01  1.18891E+00  3.47703E-01  1.82514E-01  6.98223E-01  2.29857E+00  9.97283E-02  1.00000E+00  8.79953E-03 -9.90690E-04  7.65246E-03 -1.15727E-03 -1.84035E-03  5.29003E-03 -2.34592E-03  8.12090E-05 -6.69509E-04  8.08326E-03   -19471.1928607789
        -9354  3.28275E+00  3.31849E+00 -6.06619E-01 -2.26228E-01  7.21018E-01  1.18627E+00  3.37707E-01  1.83718E-01  6.96451E-01  2.30176E+00  1.00312E-01  1.00000E+00  9.83654E-03 -1.01271E-03  6.99020E-03 -2.06190E-03 -1.34627E-03  5.49055E-03 -2.99705E-03 -3.25458E-04 -3.23493E-04  9.75875E-03   -19526.5472949434
        -9353  3.25523E+00  3.26457E+00 -5.99311E-01 -2.13387E-01  6.80874E-01  1.20569E+00  3.53921E-01  1.78445E-01  6.95595E-01  2.30767E+00  1.02535E-01  1.00000E+00  1.02621E-02 -1.97742E-03  8.36156E-03 -2.88904E-03 -6.75714E-04  6.36298E-03 -3.17654E-03 -1.08975E-03 -1.47189E-04  9.13232E-03   -19513.1900185444
        -9352  3.29242E+00  3.28713E+00 -6.08347E-01 -2.16861E-01  6.83130E-01  1.17301E+00  3.54001E-01  1.85060E-01  6.89321E-01  2.30248E+00  1.01970E-01  1.00000E+00  9.62900E-03 -1.18991E-03  6.97215E-03 -2.47281E-03 -1.38374E-03  6.07277E-03 -1.43113E-03 -9.06147E-04 -7.09482E-04  9.17276E-03   -19518.6790019711
        -9351  3.30951E+00  3.23459E+00 -6.15888E-01 -1.99462E-01  6.79593E-01  1.17298E+00  3.54232E-01  1.83094E-01  6.90696E-01  2.30217E+00  9.95961E-02  1.00000E+00  8.38288E-03 -6.22133E-04  6.59769E-03 -2.25757E-03 -2.00173E-03  6.41802E-03 -2.14073E-03 -1.75716E-03 -5.95814E-04  1.04959E-02   -19496.7861271349
