TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         1028  3.28527E+00  3.24940E+00 -6.08477E-01 -2.07424E-01  7.19269E-01  1.10823E+00  3.38991E-01  1.94497E-01  6.80789E-01  2.28728E+00  1.01137E-01  1.00000E+00  1.07571E-02  2.03201E-04  8.47263E-03  1.13454E-03  1.27646E-03  8.56366E-03 -7.43189E-04  1.40342E-03  1.67119E-04  8.39703E-03   -19211.9056586987
         1029  3.28204E+00  3.28109E+00 -6.06422E-01 -2.15627E-01  7.22499E-01  1.16145E+00  3.38484E-01  1.81965E-01  6.85993E-01  2.30468E+00  1.01349E-01  1.00000E+00  1.00546E-02 -5.16927E-05  9.05789E-03  6.67721E-04  1.47407E-03  8.33340E-03 -1.45348E-03  1.52240E-03  6.47876E-04  7.88459E-03   -19187.2013551868
         1030  3.28858E+00  3.25450E+00 -6.06988E-01 -2.09044E-01  7.36228E-01  1.16405E+00  3.32236E-01  1.85180E-01  6.92860E-01  2.29866E+00  1.02929E-01  1.00000E+00  9.12719E-03  8.28284E-04  7.17667E-03  8.83394E-04  1.66581E-03  8.24682E-03 -1.28853E-03  2.90483E-04  3.07754E-04  7.58279E-03   -19182.3902636147
         1031  3.33839E+00  3.24158E+00 -6.20455E-01 -2.09934E-01  7.64850E-01  1.19099E+00  3.29232E-01  1.78521E-01  6.92933E-01  2.30787E+00  1.01525E-01  1.00000E+00  1.12501E-02  1.45576E-03  7.97867E-03  1.62263E-03  1.68704E-03  8.97504E-03 -1.62199E-03  3.96882E-04 -3.38067E-04  7.71735E-03   -19238.5542992592
         1032  3.32471E+00  3.28521E+00 -6.18567E-01 -2.22932E-01  7.50072E-01  1.17233E+00  3.32498E-01  1.78372E-01  6.84110E-01  2.30158E+00  1.01525E-01  1.00000E+00  1.16528E-02  6.11018E-04  8.11277E-03  1.15049E-03  2.34740E-03  9.77968E-03 -1.12640E-03  6.23864E-04  9.08569E-05  7.40857E-03   -19142.5482605781
         1033  3.30948E+00  3.30750E+00 -6.16446E-01 -2.23445E-01  7.55264E-01  1.19480E+00  3.30868E-01  1.79664E-01  6.88971E-01  2.29548E+00  1.01929E-01  1.00000E+00  1.04695E-02  3.32130E-04  9.33534E-03  1.05278E-03  1.84726E-03  8.46194E-03 -1.04059E-03  8.12951E-04 -2.62891E-04  8.60629E-03   -19131.0639479136
         1034  3.30847E+00  3.30585E+00 -6.14443E-01 -2.21143E-01  7.61945E-01  1.16340E+00  3.23295E-01  1.87469E-01  6.81063E-01  2.29428E+00  1.01885E-01  1.00000E+00  1.03864E-02  3.23137E-04  8.60255E-03  1.78824E-03  2.06917E-03  8.20010E-03 -3.95834E-04  5.68458E-04 -2.63221E-04  7.65710E-03   -19280.5619772405
         1035  3.28219E+00  3.24595E+00 -6.10454E-01 -2.03044E-01  7.45569E-01  1.15374E+00  3.37301E-01  1.88909E-01  6.87674E-01  2.30588E+00  1.01828E-01  1.00000E+00  1.11100E-02  5.79584E-04  8.65998E-03  1.49037E-03  2.33373E-03  7.59536E-03 -3.97730E-04  4.80643E-04 -4.44777E-04  7.70074E-03   -19239.4100850471
         1036  3.29836E+00  3.21293E+00 -6.10765E-01 -1.92925E-01  7.03704E-01  1.13468E+00  3.44899E-01  1.94696E-01  6.94887E-01  2.29738E+00  1.05970E-01  1.00000E+00  1.02224E-02  2.31583E-04  7.07045E-03  1.72028E-03  8.37679E-04  6.60894E-03 -7.32353E-04  3.54810E-04 -6.58979E-04  7.55558E-03   -19257.7424278067
         1037  3.37439E+00  3.20047E+00 -6.32424E-01 -1.91938E-01  6.99140E-01  1.12758E+00  3.46906E-01  1.97548E-01  6.91094E-01  2.29592E+00  1.05952E-01  1.00000E+00  1.24985E-02 -1.75630E-04  7.21035E-03  1.33642E-03  3.95493E-04  7.15080E-03 -5.80607E-04  5.90222E-05 -7.72936E-04  5.95039E-03   -19255.5383716845
         1038  3.31868E+00  3.21556E+00 -6.14280E-01 -1.95936E-01  7.02215E-01  1.11841E+00  3.46474E-01  2.00860E-01  6.90227E-01  2.29570E+00  1.06172E-01  1.00000E+00  1.14710E-02  2.97800E-05  7.28718E-03  1.92499E-03  2.30956E-04  7.69515E-03 -2.33279E-05 -4.05496E-05 -7.24303E-04  5.87822E-03   -19300.6370881265
         1039  3.30203E+00  3.25197E+00 -6.11433E-01 -2.01888E-01  7.23255E-01  1.05679E+00  3.35916E-01  2.19298E-01  6.90966E-01  2.29293E+00  1.06083E-01  1.00000E+00  9.69111E-03  2.61746E-04  7.47430E-03  2.02784E-03 -9.62391E-04  8.62155E-03 -9.19909E-05  4.50135E-04 -4.99885E-04  5.86364E-03   -19241.9575307205
         1040  3.28480E+00  3.19901E+00 -6.09889E-01 -1.93208E-01  6.64931E-01  1.09263E+00  3.53952E-01  2.12968E-01  6.86362E-01  2.29215E+00  1.03896E-01  1.00000E+00  1.02447E-02  5.98979E-04  8.20290E-03  1.80987E-03  1.66193E-04  8.14735E-03 -3.97541E-04  3.68970E-04 -1.86518E-04  6.80200E-03   -19144.7502726385
         1041  3.33692E+00  3.26425E+00 -6.26889E-01 -2.14935E-01  7.09295E-01  1.08523E+00  3.38230E-01  2.10212E-01  6.79538E-01  2.29345E+00  1.05343E-01  1.00000E+00  1.01224E-02  1.87333E-04  7.32215E-03  1.76604E-03 -2.91510E-04  7.39553E-03  3.88937E-05 -1.95766E-05 -7.03384E-05  7.40994E-03   -19170.8117784121
         1042  3.33142E+00  3.21476E+00 -6.22511E-01 -2.00979E-01  7.39854E-01  1.14748E+00  3.31546E-01  1.96036E-01  6.80040E-01  2.29351E+00  1.01456E-01  1.00000E+00  1.01288E-02  9.68480E-04  7.87581E-03  1.62386E-03  3.14133E-04  8.50630E-03 -6.42698E-04  5.72172E-05  2.47130E-04  7.37654E-03   -19191.3113546846
         1043  3.21986E+00  3.23267E+00 -5.87706E-01 -2.03228E-01  6.85906E-01  1.10357E+00  3.45434E-01  2.02534E-01  6.82111E-01  2.29171E+00  1.02135E-01  1.00000E+00  1.04200E-02  1.07197E-04  8.71065E-03  1.47379E-03  5.61453E-04  7.71653E-03 -1.00284E-03  4.58195E-04  1.29886E-04  8.51058E-03   -19240.7041496824
         1044  3.24973E+00  3.21326E+00 -5.96595E-01 -1.94723E-01  6.83535E-01  1.14224E+00  3.45926E-01  1.92797E-01  6.88250E-01  2.28569E+00  1.00298E-01  1.00000E+00  1.06224E-02 -4.14487E-04  7.48102E-03  1.47446E-03 -7.34709E-05  1.02983E-02 -1.43910E-03  6.07804E-04  3.32987E-04  7.73302E-03   -19236.6319865419
         1045  3.31069E+00  3.23997E+00 -6.16935E-01 -2.03437E-01  6.64026E-01  1.08928E+00  3.55651E-01  2.05292E-01  6.74830E-01  2.29264E+00  1.01120E-01  1.00000E+00  9.21148E-03 -4.83602E-04  7.05391E-03  1.43286E-03  1.86129E-04  8.86269E-03 -1.30992E-03  7.95405E-04 -3.76140E-04  8.43835E-03   -19259.0470761477
         1046  3.29546E+00  3.21238E+00 -6.12446E-01 -1.96982E-01  6.93352E-01  1.08493E+00  3.50001E-01  2.05230E-01  6.79758E-01  2.28742E+00  1.00367E-01  1.00000E+00  9.20879E-03 -3.32585E-04  6.64248E-03  1.09546E-03  2.37694E-04  8.25470E-03 -7.19573E-04  5.74155E-04 -4.09621E-04  8.41773E-03   -19205.0527231599
         1047  3.27488E+00  3.25329E+00 -6.05115E-01 -2.10451E-01  7.02646E-01  1.06024E+00  3.43849E-01  2.11378E-01  6.76892E-01  2.28922E+00  1.04898E-01  1.00000E+00  1.10274E-02 -4.10110E-04  6.60321E-03  1.04868E-03 -3.07607E-04  9.52856E-03 -1.96418E-04 -1.02322E-04  6.09415E-04  7.32498E-03   -19145.6301678181
         1048  3.30589E+00  3.28042E+00 -6.16500E-01 -2.22659E-01  7.31780E-01  1.14910E+00  3.36113E-01  1.87181E-01  6.81533E-01  2.28238E+00  1.03232E-01  1.00000E+00  1.03760E-02  3.76458E-04  6.86707E-03  1.74787E-03  2.19674E-04  8.39064E-03 -1.32489E-03 -9.22366E-04  4.12064E-04  8.26588E-03   -19269.1689260170
         1049  3.25811E+00  3.28678E+00 -5.99801E-01 -2.20582E-01  7.69688E-01  1.19157E+00  3.25999E-01  1.77219E-01  6.89682E-01  2.28912E+00  1.02083E-01  1.00000E+00  1.09030E-02  4.12655E-05  7.03718E-03  1.21928E-03 -4.22804E-04  8.87305E-03 -7.53112E-04 -8.03709E-05 -4.40451E-04  6.69283E-03   -19304.1976821376
         1050  3.34154E+00  3.26427E+00 -6.23841E-01 -2.16753E-01  7.47040E-01  1.17415E+00  3.40292E-01  1.78436E-01  6.87513E-01  2.29783E+00  1.00744E-01  1.00000E+00  1.15142E-02  1.47343E-04  6.82477E-03  5.67320E-04 -2.07701E-04  9.20605E-03 -1.45134E-03  7.70843E-04  4.64798E-04  7.75661E-03   -19227.5762744021
         1051  3.30908E+00  3.25867E+00 -6.12220E-01 -2.07927E-01  6.94136E-01  1.18272E+00  3.52792E-01  1.76583E-01  6.91639E-01  2.29825E+00  1.05094E-01  1.00000E+00  1.09356E-02  4.28751E-04  6.48903E-03 -4.53796E-04 -7.46157E-04  8.10559E-03 -1.57760E-03  2.73840E-04  3.43474E-04  7.65747E-03   -19271.6470228479
         1052  3.30694E+00  3.28950E+00 -6.16845E-01 -2.17874E-01  7.10728E-01  1.15367E+00  3.46775E-01  1.85422E-01  7.00103E-01  2.29015E+00  1.04483E-01  1.00000E+00  9.63209E-03 -3.81214E-04  7.03003E-03 -1.12943E-04 -2.88297E-04  9.64532E-03 -2.45705E-03 -2.61409E-04  3.18604E-04  7.07104E-03   -19281.4457034506
         1053  3.28573E+00  3.28488E+00 -6.08863E-01 -2.19344E-01  7.05962E-01  1.13400E+00  3.47216E-01  1.89921E-01  6.93370E-01  2.29737E+00  9.81156E-02  1.00000E+00  8.25460E-03 -4.35844E-04  8.47258E-03 -1.05279E-04 -8.42172E-04  8.55499E-03 -2.50174E-03  4.30627E-04  5.79856E-04  8.06024E-03   -19288.1796882883
         1054  3.30172E+00  3.25779E+00 -6.13890E-01 -2.08372E-01  7.57050E-01  1.15579E+00  3.32886E-01  1.86602E-01  7.05442E-01  2.29901E+00  9.99173E-02  1.00000E+00  8.96613E-03 -1.19409E-04  9.40277E-03 -8.21530E-04 -1.58980E-03  8.63854E-03 -2.69757E-03 -1.37395E-04  3.17518E-04  7.67666E-03   -19244.5963330405
         1055  3.31233E+00  3.24544E+00 -6.14312E-01 -2.09053E-01  7.15819E-01  1.16408E+00  3.41954E-01  1.84092E-01  7.02338E-01  2.30674E+00  1.02346E-01  1.00000E+00  8.40872E-03  1.89630E-04  8.86665E-03 -6.27967E-04 -1.90133E-03  9.63476E-03 -2.39109E-03 -7.40632E-04  4.14043E-04  8.29046E-03   -19282.0403164753
         1056  3.33023E+00  3.24163E+00 -6.22607E-01 -2.03379E-01  7.38320E-01  1.16357E+00  3.34440E-01  1.85995E-01  7.02726E-01  2.30840E+00  1.02908E-01  1.00000E+00  9.27512E-03  5.37868E-04  8.19673E-03 -5.35770E-04 -1.25938E-03  9.08818E-03 -1.96191E-03 -6.71906E-05 -1.04792E-04  7.91470E-03   -19104.4545420978
         1057  3.33829E+00  3.28988E+00 -6.28056E-01 -2.17461E-01  7.31100E-01  1.19525E+00  3.37816E-01  1.77486E-01  7.15255E-01  2.30922E+00  1.04335E-01  1.00000E+00  1.08091E-02  4.60713E-04  8.26550E-03 -1.44988E-03 -1.12899E-03  1.03404E-02 -2.60484E-03 -7.74018E-04 -2.53629E-04  7.87820E-03   -19164.9312206307
         1058  3.33804E+00  3.24732E+00 -6.22047E-01 -2.03465E-01  7.98180E-01  1.19758E+00  3.18819E-01  1.75779E-01  7.08151E-01  2.30399E+00  1.01628E-01  1.00000E+00  1.08095E-02  2.83786E-04  7.18952E-03 -1.18325E-03 -9.82533E-04  9.51128E-03 -1.85699E-03 -6.32957E-05 -1.94289E-04  7.63908E-03   -19215.4236756324
         1059  3.34862E+00  3.21868E+00 -6.24638E-01 -1.98602E-01  7.74979E-01  1.13338E+00  3.23128E-01  1.93302E-01  7.14919E-01  2.30436E+00  1.01703E-01  1.00000E+00  8.70308E-03  8.06588E-04  8.65518E-03 -1.03041E-04 -1.89294E-03  9.00863E-03 -1.29101E-03 -5.82562E-04  1.56993E-04  6.77168E-03   -19287.9786051155
         1060  3.33121E+00  3.21884E+00 -6.24971E-01 -1.97237E-01  7.66854E-01  1.12734E+00  3.31367E-01  1.94522E-01  7.13323E-01  2.31013E+00  9.84413E-02  1.00000E+00  8.89214E-03  6.67670E-04  7.83388E-03  3.51187E-04 -1.54627E-03  9.25005E-03 -1.40529E-03 -9.86251E-04 -1.18381E-04  6.89906E-03   -19208.2534920841
         1061  3.36358E+00  3.27462E+00 -6.33526E-01 -2.12266E-01  7.52253E-01  1.13071E+00  3.33475E-01  1.95695E-01  7.07208E-01  2.31670E+00  1.00063E-01  1.00000E+00  1.00142E-02  6.79083E-05  8.52610E-03  6.23206E-04 -1.04887E-03  8.77513E-03 -1.77738E-03 -1.16677E-03 -8.48860E-04  7.85828E-03   -19184.7234583994
         1062  3.34504E+00  3.26183E+00 -6.27277E-01 -2.08286E-01  7.82179E-01  1.15652E+00  3.22545E-01  1.95078E-01  7.10221E-01  2.31974E+00  1.00098E-01  1.00000E+00  9.74949E-03  9.73341E-04  9.00282E-03  3.73849E-04 -9.65010E-04  9.02016E-03 -1.09023E-03 -8.76685E-04  1.78756E-04  6.81355E-03   -19236.7906012866
         1063  3.30740E+00  3.31458E+00 -6.11874E-01 -2.27580E-01  7.74448E-01  1.18597E+00  3.27428E-01  1.81897E-01  7.03557E-01  2.31500E+00  1.00680E-01  1.00000E+00  9.80306E-03  4.97617E-04  9.05709E-03  1.12913E-03 -1.68780E-03  8.89411E-03 -1.28355E-03 -1.84546E-03 -1.07116E-04  7.59573E-03   -19241.7550303379
         1064  3.32555E+00  3.26744E+00 -6.18630E-01 -2.11356E-01  7.17079E-01  1.17722E+00  3.37625E-01  1.88133E-01  7.01720E-01  2.32177E+00  1.01053E-01  1.00000E+00  1.10751E-02  1.02949E-04  7.97793E-03  1.34393E-03 -2.04530E-03  8.77168E-03 -1.17067E-03 -7.51362E-04 -2.00439E-04  8.39673E-03   -19169.5981483309
         1065  3.28344E+00  3.28809E+00 -6.07318E-01 -2.15848E-01  6.99403E-01  1.20104E+00  3.42857E-01  1.78260E-01  7.08729E-01  2.31462E+00  1.00979E-01  1.00000E+00  1.07906E-02 -7.64958E-04  7.39620E-03  5.73060E-04 -2.10534E-03  1.01329E-02 -8.82647E-04 -9.34034E-04 -4.94195E-04  7.38176E-03   -19260.9036480908
         1066  3.33025E+00  3.29127E+00 -6.21670E-01 -2.15976E-01  7.09346E-01  1.15392E+00  3.41954E-01  1.91887E-01  7.00800E-01  2.30819E+00  1.00641E-01  1.00000E+00  1.04889E-02 -1.15853E-05  6.48316E-03  3.01449E-04 -1.03756E-03  8.71992E-03 -1.22933E-03  1.28513E-05  6.68846E-05  8.18934E-03   -19352.6924080984
         1067  3.29934E+00  3.27874E+00 -6.13281E-01 -2.09977E-01  7.29232E-01  1.17413E+00  3.40769E-01  1.85513E-01  6.99045E-01  2.31294E+00  1.00641E-01  1.00000E+00  8.84887E-03  2.72220E-04  6.94370E-03  4.39378E-04 -6.52343E-05  8.10252E-03 -1.00603E-03  5.88953E-05  1.98435E-04  7.98459E-03   -19269.4140006854
         1068  3.31613E+00  3.29550E+00 -6.18855E-01 -2.18215E-01  7.07888E-01  1.17961E+00  3.44447E-01  1.85987E-01  6.99165E-01  2.31195E+00  1.01810E-01  1.00000E+00  9.12305E-03  6.27933E-04  7.18421E-03  9.52981E-04 -2.49010E-04  9.23193E-03 -1.37744E-03 -7.20149E-04 -1.44532E-03  8.78754E-03   -19288.2883692497
         1069  3.37683E+00  3.23643E+00 -6.30835E-01 -2.01094E-01  7.75489E-01  1.15373E+00  3.22404E-01  1.89413E-01  6.99264E-01  2.30719E+00  9.94533E-02  1.00000E+00  9.22700E-03 -2.16352E-04  7.51182E-03 -3.21649E-04 -8.18515E-05  7.92224E-03 -9.45799E-04  1.01710E-04 -7.30579E-04  7.02637E-03   -19364.4241757817
         1070  3.32767E+00  3.28807E+00 -6.23566E-01 -2.15853E-01  7.54987E-01  1.16225E+00  3.26785E-01  1.85206E-01  7.00078E-01  2.31129E+00  1.00069E-01  1.00000E+00  9.17475E-03  5.43892E-04  7.11090E-03 -2.27642E-06  6.53873E-04  9.07410E-03 -1.01609E-03  1.09313E-03  1.49453E-03  8.29131E-03   -19175.2560800309
         1071  3.34207E+00  3.23736E+00 -6.25536E-01 -2.05212E-01  7.92610E-01  1.11290E+00  3.14433E-01  1.97353E-01  6.90853E-01  2.29458E+00  1.00560E-01  1.00000E+00  9.26798E-03  2.13268E-04  8.18855E-03 -2.37506E-04  1.46407E-03  8.49673E-03 -1.06719E-03  9.94825E-04  1.31942E-03  1.04688E-02   -19149.7020045106
         1072  3.31216E+00  3.22003E+00 -6.14470E-01 -1.98593E-01  7.93485E-01  1.10739E+00  3.15968E-01  1.97986E-01  7.07116E-01  2.30107E+00  1.00560E-01  1.00000E+00  9.69130E-03  7.63420E-04  8.41462E-03  1.59224E-04  1.18457E-03  8.13484E-03 -1.41309E-03  1.73377E-03  7.16981E-04  9.79847E-03   -19185.2319748997
         1073  3.28334E+00  3.24765E+00 -6.07269E-01 -2.07123E-01  7.82185E-01  1.10113E+00  3.19382E-01  2.04055E-01  7.00123E-01  2.31267E+00  1.04463E-01  1.00000E+00  8.98719E-03  2.49192E-04  9.69152E-03  2.34426E-04  2.37738E-03  8.24730E-03 -1.60321E-03  2.20461E-03  9.58127E-04  9.50038E-03   -19025.8564806130
         1074  3.29127E+00  3.24355E+00 -6.11509E-01 -2.02558E-01  7.72982E-01  1.12338E+00  3.20826E-01  1.95099E-01  7.01680E-01  2.29473E+00  1.02667E-01  1.00000E+00  9.27097E-03  4.70486E-04  8.93416E-03 -4.96243E-04  2.26054E-03  9.02824E-03 -1.36075E-03  3.14747E-03  1.82623E-03  9.39464E-03   -19139.8199934771
         1075  3.34261E+00  3.27229E+00 -6.26463E-01 -2.12924E-01  7.55412E-01  1.16142E+00  3.25801E-01  1.80796E-01  6.92878E-01  2.29227E+00  1.02802E-01  1.00000E+00  1.07817E-02  5.16619E-04  8.47167E-03 -5.96420E-04  1.93909E-03  1.01491E-02 -1.62397E-03  2.06299E-03  1.58999E-03  8.84432E-03   -19071.6597835663
         1076  3.29826E+00  3.24492E+00 -6.12095E-01 -2.07884E-01  7.81787E-01  1.16429E+00  3.17370E-01  1.78821E-01  6.95025E-01  2.29439E+00  1.02515E-01  1.00000E+00  9.77531E-03  7.53984E-04  9.44561E-03  5.01520E-04  2.64828E-03  9.74813E-03 -1.42009E-03  1.84447E-03  3.37262E-04  8.28890E-03   -19122.3229300416
         1077  3.28965E+00  3.23788E+00 -6.05533E-01 -2.05425E-01  7.33694E-01  1.14202E+00  3.34913E-01  1.90823E-01  7.00611E-01  2.30418E+00  1.06861E-01  1.00000E+00  1.14686E-02  8.08982E-04  9.33037E-03  1.48774E-04  2.03060E-03  9.80539E-03 -2.63771E-03  1.56714E-03  9.83305E-04  8.31344E-03   -19107.4497369103
         1078  3.25342E+00  3.22941E+00 -6.00815E-01 -2.03426E-01  7.74972E-01  1.16068E+00  3.20888E-01  1.87764E-01  6.95808E-01  2.30667E+00  1.01272E-01  1.00000E+00  9.17089E-03  1.16245E-03  7.59109E-03 -2.87562E-05  1.68935E-03  1.00091E-02 -1.99810E-03  1.39664E-03  6.35642E-04  7.72838E-03   -19272.3566832040
         1079  3.34753E+00  3.27277E+00 -6.26630E-01 -2.16076E-01  7.22044E-01  1.20996E+00  3.34755E-01  1.74707E-01  6.91741E-01  2.30063E+00  1.01272E-01  1.00000E+00  1.04836E-02  1.21891E-03  7.61802E-03  4.10935E-04  2.04356E-03  9.82712E-03 -1.72683E-03  1.71796E-03  7.19962E-04  7.15510E-03   -19185.0755117437
         1080  3.24570E+00  3.23747E+00 -5.99366E-01 -2.04956E-01  7.37513E-01  1.18116E+00  3.33867E-01  1.80932E-01  6.98862E-01  2.29860E+00  1.00195E-01  1.00000E+00  1.01299E-02  5.21052E-04  8.55564E-03  3.02402E-05  2.79341E-03  9.35368E-03 -1.75876E-03  1.83707E-03  1.50897E-04  7.90539E-03   -19405.2285968550
         1081  3.26011E+00  3.23978E+00 -6.02896E-01 -2.04236E-01  6.97623E-01  1.14311E+00  3.45576E-01  1.90296E-01  6.91171E-01  2.30198E+00  9.96681E-02  1.00000E+00  1.02647E-02 -3.96659E-05  8.11949E-03  5.44854E-04  1.90738E-03  8.66971E-03 -2.41686E-03  1.75176E-03  2.35562E-04  7.59669E-03   -19280.5097252122
         1082  3.31132E+00  3.26646E+00 -6.17102E-01 -2.12532E-01  7.07890E-01  1.14510E+00  3.40541E-01  1.88291E-01  7.00017E-01  2.29985E+00  1.02121E-01  1.00000E+00  1.03272E-02 -9.61712E-05  7.79865E-03  5.34829E-04  1.44759E-03  8.78059E-03 -2.15940E-03  9.13185E-04  9.54034E-04  7.88470E-03   -19329.9459630224
         1083  3.30689E+00  3.22840E+00 -6.10940E-01 -1.99840E-01  6.95870E-01  1.10431E+00  3.42759E-01  1.99410E-01  6.93019E-01  2.28976E+00  1.01735E-01  1.00000E+00  8.95850E-03 -3.92518E-04  7.56889E-03  4.04112E-04  1.13185E-03  8.75768E-03 -1.95326E-03  1.43177E-03  8.52481E-04  7.40904E-03   -19116.7896320683
         1084  3.27703E+00  3.26704E+00 -6.04785E-01 -2.15816E-01  6.98749E-01  1.09673E+00  3.42706E-01  2.00323E-01  6.83039E-01  2.28926E+00  1.04080E-01  1.00000E+00  8.55452E-03  3.88404E-04  1.05479E-02  8.29973E-04  1.46523E-03  1.10726E-02 -1.71136E-03  7.21028E-05  1.33595E-03  6.65114E-03   -19130.2221491578
         1085  3.35852E+00  3.24752E+00 -6.28779E-01 -2.08840E-01  8.14826E-01  1.09697E+00  3.09111E-01  2.02077E-01  6.86055E-01  2.28976E+00  1.02619E-01  1.00000E+00  1.00197E-02  8.05863E-04  9.21502E-03  9.20086E-04  1.88816E-03  1.12962E-02 -1.42923E-03 -2.91412E-04 -7.44398E-04  6.59423E-03   -19141.7295675448
         1086  3.35238E+00  3.22714E+00 -6.27531E-01 -2.01488E-01  8.06402E-01  1.18478E+00  3.16292E-01  1.78111E-01  6.92108E-01  2.30076E+00  1.01819E-01  1.00000E+00  9.88157E-03  1.32368E-04  8.61407E-03  7.58706E-04  1.95121E-03  9.82653E-03 -1.74826E-03 -9.30622E-05 -1.24429E-04  6.83142E-03   -19153.6990645913
         1087  3.31550E+00  3.24107E+00 -6.19097E-01 -2.04620E-01  7.84030E-01  1.19911E+00  3.22379E-01  1.74354E-01  6.92526E-01  2.29369E+00  1.04409E-01  1.00000E+00  9.48937E-03  9.54744E-05  7.89786E-03  4.41136E-04  1.27221E-03  1.00401E-02 -2.31796E-03  4.40264E-04 -3.58517E-04  7.65097E-03   -19174.6404759176
         1088  3.30107E+00  3.24361E+00 -6.09599E-01 -2.05367E-01  7.30449E-01  1.18480E+00  3.40150E-01  1.79547E-01  6.72690E-01  2.29856E+00  1.02726E-01  1.00000E+00  1.02865E-02  4.71649E-04  7.50826E-03  1.02170E-03  1.99066E-03  1.00632E-02 -2.43260E-03  1.40126E-04 -3.82587E-04  7.27193E-03   -19166.9703544117
         1089  3.33892E+00  3.23576E+00 -6.22094E-01 -2.02304E-01  6.95127E-01  1.14867E+00  3.50016E-01  1.90143E-01  6.76014E-01  2.28854E+00  1.03221E-01  1.00000E+00  9.60320E-03  7.88785E-04  7.72429E-03  1.51996E-03  1.66549E-03  1.00565E-02 -1.88009E-03  2.49752E-04 -3.31849E-04  6.93486E-03   -19230.3424215992
         1090  3.28446E+00  3.25198E+00 -6.10389E-01 -2.05232E-01  7.47014E-01  1.13448E+00  3.32400E-01  1.94692E-01  6.79358E-01  2.29304E+00  1.02921E-01  1.00000E+00  9.30854E-03 -3.43266E-04  8.49269E-03  1.34071E-03  2.06059E-03  1.02765E-02 -2.19545E-03  5.18075E-06 -4.88115E-04  7.53415E-03   -19138.9601184876
         1091  3.29536E+00  3.24304E+00 -6.10926E-01 -2.06904E-01  6.98626E-01  1.17003E+00  3.43979E-01  1.80653E-01  6.85122E-01  2.29665E+00  1.03060E-01  1.00000E+00  8.33477E-03 -5.82975E-04  8.38509E-03 -3.67112E-04  1.64595E-03  8.89879E-03 -1.69499E-03  1.75383E-04  4.86144E-04  7.93192E-03   -19192.0999007820
         1092  3.30856E+00  3.21000E+00 -6.17801E-01 -1.97686E-01  6.85830E-01  1.12636E+00  3.51203E-01  1.93126E-01  6.84331E-01  2.29863E+00  1.01033E-01  1.00000E+00  1.00308E-02 -1.44903E-03  8.60147E-03  1.08753E-03  5.33960E-04  9.50201E-03 -1.39657E-03  1.41448E-03  4.27974E-04  8.17328E-03   -19176.1608124583
         1093  3.27998E+00  3.25550E+00 -6.07145E-01 -2.08254E-01  7.06043E-01  1.13975E+00  3.43889E-01  1.88432E-01  6.89495E-01  2.29849E+00  1.06868E-01  1.00000E+00  9.52666E-03 -1.67685E-04  7.64690E-03  1.51227E-03  1.08966E-03  1.01540E-02 -9.29427E-04  9.56118E-04  8.01377E-04  8.23867E-03   -19130.6746240188
         1094  3.27384E+00  3.29997E+00 -6.06994E-01 -2.25719E-01  7.42863E-01  1.07589E+00  3.32385E-01  2.07930E-01  6.78298E-01  2.29110E+00  1.05523E-01  1.00000E+00  8.65801E-03  5.11124E-04  8.29371E-03  1.23978E-03  4.34009E-04  9.03183E-03 -6.97080E-04 -1.85956E-04  4.70297E-04  8.36171E-03   -19074.8345352981
         1095  3.28018E+00  3.23423E+00 -6.09030E-01 -2.05089E-01  7.16059E-01  1.17351E+00  3.42275E-01  1.78590E-01  6.85211E-01  2.29406E+00  1.03763E-01  1.00000E+00  1.04074E-02  2.37520E-04  9.71614E-03  1.93673E-03  9.32807E-04  8.35497E-03 -1.82990E-03  8.67767E-04  6.37290E-04  7.88499E-03   -19145.3605039649
         1096  3.29727E+00  3.30554E+00 -6.16228E-01 -2.23848E-01  7.03957E-01  1.10404E+00  3.44935E-01  1.98629E-01  6.85754E-01  2.29189E+00  1.03763E-01  1.00000E+00  1.12635E-02  1.33539E-03  9.44843E-03  1.77487E-03  1.06530E-03  8.15583E-03 -1.26211E-03  1.46969E-03  1.29921E-03  7.88761E-03   -19032.8028403781
         1097  3.33545E+00  3.26812E+00 -6.23086E-01 -2.14363E-01  7.10736E-01  1.10112E+00  3.41484E-01  1.97732E-01  6.75526E-01  2.28652E+00  1.05225E-01  1.00000E+00  1.01400E-02  4.30891E-04  7.57319E-03  1.33610E-03  5.32348E-04  6.82548E-03 -1.16661E-03  8.91817E-04  2.60713E-04  8.06723E-03   -19209.8839997201
